Fecha,Aguascalientes,Baja California,Baja California Sur,Campeche,Chiapas,Chihuahua,Ciudad de Mexico,Coahuila,Colima,Durango,Guanajuato,Guerrero,Hidalgo,Jalisco,Mexico,Michoacan,Morelos,Nayarit,Nuevo Leon,Oaxaca,Puebla,Queretaro,Quintana Roo,San Luis Potosi,Sinaloa,Sonora,Tabasco,Tamaulipas,Tlaxcala,Veracruz,Yucatan,Zacatecas,Grand Total
9/23/21,2716,9289,2278,1877,2162,7870,38685,7061,1847,2919,11912,5920,7373,15847,42159,7453,4379,2626,12138,5069,14280,5185,3938,6289,8394,7985,5086,6223,2829,13226,5166,3210,273391
9/24/21,2719,9297,2282,1887,2168,7879,38722,7078,1856,2924,11964,5936,7396,15915,42236,7498,4386,2638,12171,5088,14308,5207,3942,6311,8416,8011,5099,6276,2837,13301,5177,3214,274139
9/25/21,2724,9305,2281,1891,2173,7880,38749,7092,1864,2925,11977,5938,7425,15964,42286,7523,4417,2645,12192,5100,14333,5217,3944,6326,8425,8057,5119,6304,2842,13373,5192,3220,274703
9/26/21,2724,9305,2281,1891,2173,7880,38749,7092,1864,2925,11977,5938,7425,15964,42286,7523,4417,2645,12192,5100,14333,5217,3944,6326,8425,8057,5119,6304,2842,13373,5192,3220,274703
9/27/21,2727,9327,2283,1900,2182,7893,38799,7107,1870,2929,12010,5947,7453,16018,42360,7548,4420,2651,12214,5127,14396,5227,3952,6345,8434,8122,5135,6344,2848,13449,5210,3223,275450
9/28/21,2727,9331,2283,1902,2189,7893,38833,7109,1876,2929,12020,5953,7467,16025,42389,7560,4428,2655,12214,5136,14407,5238,3953,6346,8435,8129,5152,6351,2849,13459,5214,3224,275676
9/29/21,2737,9354,2287,1924,2194,7897,38870,7127,1879,2944,12032,5961,7487,16070,42438,7580,4467,2663,12297,5141,14464,5257,3958,6369,8443,8151,5171,6372,2859,13521,5228,3234,276376
9/30/21,2741,9374,2289,1932,2200,7908,38927,7135,1887,2948,12052,5965,7500,16129,42481,7597,4473,2669,12339,5156,14496,5266,3961,6386,8448,8176,5184,6415,2862,13601,5240,3236,276973
10/1/21,2747,9391,2294,1940,2206,7910,38935,7143,1899,2953,12088,5966,7511,16159,42534,7621,4473,2680,12409,5165,14543,5282,3966,6399,8461,8197,5197,6435,2866,13647,5248,3242,277507
10/2/21,2753,9402,2304,1952,2210,7913,38977,7152,1904,2953,12102,5966,7513,16215,42617,7649,4475,2683,12438,5178,14567,5297,3970,6411,8470,8214,5208,6441,2869,13665,5264,3246,277978
10/3/21,2763,9416,2307,1959,2215,7919,39050,7162,1911,2970,12126,5970,7526,16246,42748,7667,4481,2686,12454,5206,14597,5312,3971,6426,8486,8227,5219,6455,2872,13721,5274,3250,278592
10/4/21,2763,9416,2307,1959,2215,7919,39050,7162,1911,2970,12126,5970,7526,16246,42748,7667,4481,2686,12454,5206,14597,5312,3971,6426,8486,8227,5219,6455,2872,13721,5274,3250,278592
10/5/21,2763,9422,2307,1962,2220,7920,39182,7166,1913,2970,12137,5975,7547,16276,42904,7683,4487,2688,12475,5213,14604,5318,3974,6427,8484,8236,5243,6456,2875,13736,5291,3252,279106
10/6/21,2763,9422,2307,1962,2220,7920,39182,7166,1913,2970,12137,5975,7547,16276,42904,7683,4487,2688,12475,5213,14604,5318,3974,6427,8484,8236,5243,6456,2875,13736,5291,3252,279106
10/7/21,2771,9432,2312,1975,2223,7937,39279,7184,1925,2973,12161,5980,7564,16319,43063,7705,4504,2693,12512,5224,14665,5334,3977,6434,8499,8255,5250,6469,2882,13845,5295,3255,279896
10/8/21,2779,9462,2324,1985,2230,7956,39396,7215,1931,2981,12191,5990,7589,16388,43241,7739,4583,2707,12585,5266,14727,5363,3986,6455,8529,8278,5262,6523,2890,13987,5313,3270,281121
10/9/21,2780,9471,2326,1989,2235,7964,39425,7218,1933,2983,12215,5992,7600,16433,43288,7747,4622,2708,12662,5286,14763,5366,3990,6461,8537,8288,5276,6536,2904,14014,5326,3272,281610
10/10/21,2780,9471,2326,1989,2235,7964,39425,7218,1933,2983,12215,5992,7600,16433,43288,7747,4622,2708,12662,5286,14763,5366,3990,6461,8537,8288,5276,6536,2904,14014,5326,3272,281610
10/11/21,2785,9483,2328,1994,2239,7972,39453,7232,1943,2984,12239,5995,7609,16492,43327,7764,4636,2713,12688,5308,14790,5380,3992,6469,8560,8300,5299,6549,2904,14042,5340,3277,282086
10/12/21,2785,9489,2328,2000,2241,7973,39471,7235,1944,2984,12248,5996,7621,16503,43335,7780,4638,2714,12690,5316,14795,5381,3993,6469,8562,8305,5305,6550,2906,14046,5346,3278,282227
10/13/21,2791,9504,2332,2005,2243,7988,39525,7254,1946,2989,12281,6002,7633,16544,43412,7809,4643,2722,12710,5334,14836,5402,3999,6480,8575,8308,5320,6558,2907,14078,5351,3292,282773
10/14/21,2799,9529,2339,2009,2246,7997,39542,7265,1950,2989,12290,6009,7644,16575,43439,7835,4648,2722,12735,5344,14904,5407,4001,6489,8583,8316,5328,6600,2909,14095,5357,3298,283193
10/15/21,2805,9545,2339,2010,2246,8000,39581,7272,1953,3002,12301,6015,7654,16612,43492,7853,4655,2725,12759,5347,14927,5413,4005,6495,8587,8319,5340,6614,2918,14115,5375,3300,283574
10/16/21,2809,9555,2342,2012,2246,8012,39606,7296,1955,3002,12335,6032,7665,16646,43520,7864,4656,2728,12771,5366,14953,5425,4011,6511,8592,8326,5353,6623,2918,14179,5394,3305,284008
10/17/21,2813,9576,2344,2013,2248,8011,39619,7302,1957,3004,12346,6044,7667,16683,43534,7886,4663,2747,12788,5373,14975,5431,4013,6514,8595,8335,5355,6631,2921,14204,5403,3326,284321
10/18/21,2813,9555,2344,2013,2250,8010,39632,7302,1957,3004,12366,6046,7670,16689,43527,7886,4663,2748,12792,5376,14981,5431,4013,6515,8594,8340,5362,6632,2921,14210,5413,3326,284381
10/19/21,2813,9560,2344,2017,2252,8010,39640,7306,1963,3004,12366,6048,7676,16698,43536,7887,4666,2748,12798,5382,14985,5431,4013,6516,8594,8344,5366,6632,2924,14214,5418,3326,284477
10/20/21,2824,9565,2345,2020,2254,8023,39672,7318,1966,3009,12377,6049,7686,16738,43584,7904,4678,2759,12814,5395,15034,5452,4015,6525,8605,8354,5382,6646,2930,14246,5429,3327,284925
10/21/21,2828,9577,2348,2026,2254,8027,39685,7328,1967,3010,12403,6067,7688,16809,43605,7931,4683,2766,12831,5399,15089,5460,4017,6536,8617,8359,5391,6670,2936,14278,5430,3332,285347
10/22/21,2828,9594,2358,2029,2256,8030,39694,7330,1967,3011,12422,6082,7697,16858,43622,7954,4686,2774,12862,5402,15114,5461,4018,6542,8626,8365,5395,6673,2936,14309,5439,3335,285669
10/23/21,2832,9608,2358,2034,2258,8032,39719,7346,1968,3012,12452,6088,7701,16893,43635,7964,4689,2777,12872,5410,15127,5472,4020,6547,8628,8375,5401,6680,2937,14326,5454,3338,285953
10/24/21,2833,9617,2360,2039,2260,8043,39723,7349,1969,3013,12461,6091,7708,16944,43673,7979,4696,2778,12893,5417,15140,5476,4021,6551,8646,8389,5410,6691,2937,14356,5457,3339,286259
10/25/21,2833,9617,2360,2039,2260,8043,39723,7349,1969,3013,12461,6091,7708,16944,43673,7979,4696,2778,12893,5417,15140,5476,4021,6551,8646,8389,5410,6691,2937,14356,5457,3339,286259
10/26/21,2833,9632,2360,2042,2260,8045,39756,7354,1973,3013,12478,6093,7715,16959,43731,7987,4696,2781,12899,5426,15155,5476,4021,6552,8647,8393,5419,6696,2938,14366,5461,3339,286496
10/27/21,2833,9632,2360,2042,2260,8045,39756,7354,1973,3013,12478,6093,7715,16959,43731,7987,4696,2781,12899,5426,15155,5476,4021,6552,8647,8393,5419,6696,2938,14366,5461,3339,286496
10/28/21,2841,9643,2363,2044,2263,8047,39767,7367,1978,3017,12504,6102,7727,16987,43757,7996,4708,2785,12929,5435,15200,5482,4026,6559,8671,8404,5430,6710,2939,14400,5462,3345,286888
10/29/21,2853,9704,2365,2046,2265,8057,39822,7377,1985,3025,12545,6111,7742,17042,43821,8010,4721,2793,12960,5446,15257,5498,4038,6576,8695,8438,5443,6741,2944,14485,5472,3354,287631
10/30/21,2863,9722,2366,2047,2267,8061,39843,7390,1987,3026,12564,6112,7748,17064,43847,8017,4724,2795,12973,5457,15273,5502,4043,6581,8715,8449,5452,6764,2944,14514,5479,3362,287951
10/31/21,2868,9742,2368,2050,2267,8073,39851,7397,1987,3027,12574,6130,7752,17100,43894,8027,4729,2801,12986,5462,15306,5512,4043,6585,8722,8450,5460,6784,2944,14534,5485,3366,288276
11/1/21,2868,9745,2367,2050,2267,8073,39859,7398,1988,3027,12576,6130,7754,17104,43899,8030,4729,2803,13003,5462,15308,5513,4044,6586,8723,8474,5464,6786,2944,14537,5488,3366,288365
11/2/21,2868,9745,2367,2050,2267,8073,39859,7398,1988,3027,12576,6130,7754,17104,43899,8030,4729,2803,13003,5462,15308,5513,4044,6586,8723,8474,5464,6786,2944,14537,5488,3366,288365
11/3/21,2868,9748,2367,2056,2268,8074,39868,7400,1989,3027,12594,6129,7757,17108,43910,8034,4731,2803,13009,5465,15312,5516,4046,6587,8722,8482,5464,6787,2947,14538,5492,3366,288464
11/4/21,2876,9766,2368,2058,2270,8086,39895,7410,1992,3032,12603,6131,7757,17138,43941,8056,4734,2813,13019,5472,15319,5517,4045,6590,8731,8495,5472,6790,2948,14544,5497,3368,288733
11/5/21,2877,9782,2369,2059,2271,8089,39898,7414,1993,3042,12611,6141,7758,17160,43952,8062,4738,2813,13031,5477,15324,5519,4046,6591,8738,8499,5477,6791,2950,14546,5500,3369,288887
11/6/21,2879,9800,2369,2062,2272,8093,39907,7423,1995,3043,12634,6151,7763,17193,43977,8065,4741,2818,13044,5481,15334,5524,4047,6594,8745,8510,5486,6802,2952,14556,5502,3369,289131
11/7/21,2884,9845,2371,2064,2273,8111,39933,7425,2002,3046,12661,6182,7771,17293,44011,8068,4743,2832,13060,5494,15357,5541,4050,6605,8758,8529,5504,6815,2955,14597,5512,3382,289674
11/8/21,2884,9849,2371,2066,2273,8111,39948,7425,2003,3046,12665,6183,7771,17302,44017,8068,4744,2832,13062,5496,15357,5541,4051,6606,8758,8531,5508,6816,2955,14597,5516,3382,289734
11/9/21,2884,9849,2371,2066,2273,8111,39948,7425,2003,3046,12665,6183,7771,17302,44017,8068,4744,2832,13062,5496,15357,5541,4051,6606,8758,8531,5508,6816,2955,14597,5516,3382,289734
11/10/21,2888,9890,2371,2066,2274,8124,39968,7439,2006,3050,12725,6189,7777,17324,44040,8084,4751,2836,13075,5507,15366,5548,4055,6617,8768,8545,5522,6830,2957,14612,5521,3385,290110
11/11/21,2888,9890,2371,2066,2274,8124,39968,7439,2006,3050,12725,6189,7777,17324,44040,8084,4751,2836,13075,5507,15366,5548,4055,6617,8768,8545,5522,6830,2957,14612,5521,3385,290110
11/12/21,2891,9955,2373,2067,2273,8150,39992,7458,2014,3051,12787,6197,7788,17351,44080,8088,4760,2842,13092,5517,15392,5553,4057,6631,8776,8571,5539,6860,2974,14630,5530,3391,290630
11/13/21,2891,9955,2373,2067,2273,8150,39992,7458,2014,3051,12787,6197,7788,17351,44080,8088,4760,2842,13092,5517,15392,5553,4057,6631,8776,8571,5539,6860,2974,14630,5530,3391,290630
11/14/21,2891,9982,2375,2069,2273,8160,40012,7465,2016,3051,12789,6198,7794,17377,44101,8095,4762,2844,13109,5522,15405,5553,4058,6641,8780,8581,5542,6880,2974,14646,5535,3392,290872
11/15/21,2891,10012,2375,2071,2274,8172,40016,7469,2017,3056,12804,6202,7796,17403,44117,8101,4762,2844,13113,5543,15412,5558,4058,6646,8782,8585,5548,6884,2974,14675,5537,3392,291089
11/16/21,2891,10014,2375,2073,2274,8172,40018,7469,2018,3056,12815,6202,7797,17407,44124,8106,4764,2844,13113,5544,15412,5558,4059,6648,8786,8587,5551,6886,2975,14677,5540,3392,291147
11/17/21,2891,10027,2375,2073,2277,8173,40020,7473,2019,3056,12815,6203,7799,17410,44131,8106,4765,2845,13116,5545,15412,5558,4062,6648,8786,8590,5555,6886,2976,14677,5543,3392,291204
11/18/21,2893,10068,2377,2074,2277,8188,40031,7493,2019,3061,12830,6207,7809,17432,44187,8111,4767,2846,13141,5555,15425,5572,4063,6658,8797,8606,5558,6895,2977,14697,5562,3397,291573
11/19/21,2902,10108,2377,2075,2278,8201,40039,7504,2019,3061,12847,6212,7819,17468,44219,8118,4782,2848,13169,5558,15436,5574,4065,6663,8799,8622,5565,6903,2977,14707,5616,3398,291929
11/20/21,2902,10108,2377,2075,2278,8201,40039,7504,2019,3061,12847,6212,7819,17468,44219,8118,4782,2848,13169,5558,15436,5574,4065,6663,8799,8622,5565,6903,2977,14707,5616,3398,291929
11/21/21,2912,10124,2378,2075,2279,8206,40043,7507,2020,3062,12856,6216,7823,17484,44232,8127,4804,2849,13188,5565,15447,5578,4066,6666,8800,8633,5567,6906,2977,14730,5627,3398,292145
11/22/21,2916,10146,2380,2076,2279,8220,40047,7509,2021,3063,12878,6218,7835,17491,44256,8133,4804,2852,13206,5567,15466,5579,4066,6667,8807,8641,5576,6912,2977,14752,5632,3400,292372
11/23/21,2918,10165,2380,2076,2281,8222,40055,7515,2021,3063,12905,6222,7836,17504,44270,8134,4807,2853,13211,5567,15467,5579,4068,6667,8807,8644,5577,6912,2980,14778,5639,3401,292524
11/24/21,2918,10165,2380,2076,2281,8222,40055,7515,2021,3063,12905,6222,7836,17504,44270,8134,4807,2853,13211,5567,15467,5579,4068,6667,8807,8644,5577,6912,2980,14778,5639,3401,292524
11/25/21,2923,10175,2382,2077,2281,8238,40064,7536,2022,3089,12925,6225,7840,17519,44288,8136,4810,2859,13278,5570,15476,5582,4069,6672,8814,8657,5586,6919,2980,14791,5663,3404,292850
11/26/21,2926,10263,2388,2079,2281,8265,40086,7556,2034,3090,12960,6228,7848,17539,44318,8195,4832,2864,13368,5579,15487,5590,4072,6686,8826,8686,5601,6939,2982,14809,5668,3404,293449
11/27/21,2927,10299,2388,2082,2281,8272,40098,7561,2034,3090,12968,6229,7852,17548,44328,8198,4841,2865,13390,5582,15490,5597,4072,6689,8827,8690,5602,6942,2983,14811,5670,3408,293614
11/28/21,2927,10299,2388,2082,2281,8272,40098,7561,2034,3090,12968,6229,7852,17548,44328,8198,4841,2865,13390,5582,15490,5597,4072,6689,8827,8690,5602,6942,2983,14811,5670,3408,293614
11/29/21,2929,10322,2389,2092,2283,8291,40115,7570,2034,3092,12977,6234,7853,17554,44344,8201,4877,2865,13410,5586,15497,5599,4072,6693,8829,8703,5613,6953,2983,14813,5678,3408,293859
11/30/21,2929,10344,2389,2092,2282,8293,40123,7573,2034,3092,12990,6237,7855,17559,44351,8201,4879,2865,13413,5587,15498,5599,4072,6693,8829,8716,5616,6954,2984,14814,5679,3408,293950
12/1/21,2929,10344,2389,2092,2282,8293,40123,7573,2034,3092,12990,6237,7855,17559,44351,8201,4879,2865,13413,5587,15498,5599,4072,6693,8829,8716,5616,6954,2984,14814,5679,3408,293950
12/2/21,2941,10386,2391,2092,2282,8318,40133,7602,2035,3100,13013,6247,7862,17571,44373,8207,4902,2871,13516,5595,15513,5610,4073,6699,8835,8746,5635,6966,2984,14830,5689,3411,294428
12/3/21,2941,10386,2391,2092,2282,8318,40133,7602,2035,3100,13013,6247,7862,17571,44373,8207,4902,2871,13516,5595,15513,5610,4073,6699,8835,8746,5635,6966,2984,14830,5689,3411,294428
12/4/21,2946,10418,2396,2096,2283,8335,40176,7622,2036,3102,13041,6257,7866,17615,44412,8216,4935,2876,13547,5604,15533,5614,4077,6720,8853,8766,5647,6972,2992,14846,5692,3413,294904
12/5/21,2946,10418,2396,2096,2283,8335,40176,7622,2036,3102,13041,6257,7866,17615,44412,8216,4935,2876,13547,5604,15533,5614,4077,6720,8853,8766,5647,6972,2992,14846,5692,3413,294904
12/6/21,2955,10452,2398,2096,2286,8350,40187,7634,2036,3118,13051,6266,7867,17630,44430,8218,4936,2878,13554,5611,15539,5615,4078,6724,8859,8804,5659,6976,2992,14894,5693,3417,295203
12/7/21,2955,10459,2398,2096,2286,8359,40192,7644,2036,3118,13058,6267,7867,17632,44433,8222,4937,2879,13555,5611,15577,5615,4078,6724,8859,8811,5659,6976,2993,14906,5693,3418,295313
12/8/21,2955,10459,2398,2096,2286,8359,40192,7644,2036,3118,13058,6267,7867,17632,44433,8222,4937,2879,13555,5611,15577,5615,4078,6724,8859,8811,5659,6976,2993,14906,5693,3418,295313
12/9/21,2962,10503,2399,2099,2286,8384,40190,7653,2036,3121,13069,6277,7873,17654,44446,8224,4937,2879,13617,5616,15580,5621,4081,6729,8867,8817,5673,6988,2994,14910,5696,3421,295602
12/10/21,2973,10561,2401,2102,2289,8422,40205,7670,2036,3125,13128,6289,7879,17691,44470,8238,4939,2880,13640,5619,15616,5639,4084,6737,8926,8850,5682,7014,2994,14964,5702,3423,296188
12/11/21,2973,10561,2401,2102,2289,8422,40205,7670,2036,3125,13128,6289,7879,17691,44470,8238,4939,2880,13640,5619,15616,5639,4084,6737,8926,8850,5682,7014,2994,14964,5702,3423,296188
12/12/21,2978,10570,2402,2102,2292,8440,40214,7675,2038,3125,13149,6295,7882,17696,44496,8239,4938,2884,13648,5621,15620,5642,4085,6740,8934,8868,5682,7031,2993,14983,5703,3420,296385
12/13/21,2987,10609,2402,2104,2293,8461,40222,7683,2040,3127,13162,6307,7884,17699,44503,8242,4938,2906,13657,5623,15627,5643,4085,6745,8940,8888,5689,7035,2994,14999,5704,3422,296620
12/14/21,2987,10617,2402,2104,2293,8461,40224,7683,2040,3127,13182,6308,7885,17700,44504,8242,4940,2906,13659,5624,15628,5643,4085,6745,8940,8895,5690,7036,2994,15002,5704,3422,296672
12/15/21,2987,10631,2402,2104,2294,8462,40230,7687,2040,3127,13186,6309,7885,17700,44508,8245,4940,2906,13660,5624,15628,5643,4085,6745,8940,8902,5691,7037,2994,15002,5705,3422,296721
12/16/21,2991,10685,2405,2104,2294,8495,40252,7702,2040,3132,13229,6311,7891,17711,44558,8248,4941,2908,13665,5634,15665,5648,4087,6755,8944,8960,5709,7075,2995,15021,5707,3426,297188
12/17/21,2995,10713,2410,2104,2295,8507,40256,7707,2040,3133,13254,6311,7892,17715,44578,8250,4941,2908,13670,5636,15670,5651,4092,6762,8944,8966,5718,7082,2995,15026,5708,3427,297356
12/18/21,2995,10713,2410,2104,2295,8507,40256,7707,2040,3133,13254,6311,7892,17715,44578,8250,4941,2908,13670,5636,15670,5651,4092,6762,8944,8966,5718,7082,2995,15026,5708,3427,297356
12/19/21,2995,10764,2412,2104,2296,8523,40273,7714,2039,3135,13268,6311,7892,17730,44609,8251,4941,2908,13680,5636,15677,5653,4092,6773,8948,8974,5719,7087,2996,15028,5710,3430,297568
12/20/21,3007,10775,2415,2105,2296,8560,40282,7727,2039,3140,13275,6313,7895,17731,44673,8253,4942,2908,13685,5639,15683,5656,4096,6783,8948,8987,5732,7090,2997,15059,5711,3433,297835
12/21/21,3007,10793,2415,2105,2296,8562,40288,7731,2039,3141,13283,6313,7896,17732,44677,8260,4942,2908,13691,5640,15683,5656,4100,6785,8948,8999,5732,7093,2998,15059,5711,3433,297916
12/22/21,3007,10793,2415,2105,2296,8562,40288,7731,2039,3141,13283,6313,7896,17732,44677,8260,4942,2908,13691,5640,15683,5656,4100,6785,8948,8999,5732,7093,2998,15059,5711,3433,297916
12/23/21,3012,10817,2417,2105,2295,8595,40282,7743,2039,3147,13294,6315,7900,17739,44747,8261,4943,2908,13697,5644,15688,5660,4100,6793,8951,9015,5741,7099,2999,15064,5713,3438,298161
12/24/21,3015,10842,2417,2105,2296,8614,40301,7748,2039,3149,13317,6315,7900,17753,44779,8264,4948,2908,13705,5645,15691,5660,4100,6797,8956,9033,5741,7101,2997,15072,5713,3438,298359
12/25/21,3019,10879,2417,2106,2296,8639,40308,7771,2039,3151,13363,6316,7902,17766,44810,8267,4956,2909,13709,5649,15707,5661,4100,6806,8962,9055,5753,7110,3000,15083,5718,3443,298670
12/26/21,3022,10903,2417,2106,2296,8649,40311,7776,2039,3152,13368,6318,7902,17772,44815,8269,4956,2909,13714,5651,15708,5661,4100,6808,8962,9059,5754,7112,3000,15088,5718,3444,298759
12/27/21,3022,10903,2417,2106,2296,8649,40311,7776,2039,3152,13368,6318,7902,17772,44815,8269,4956,2909,13714,5651,15708,5661,4100,6808,8962,9059,5754,7112,3000,15088,5718,3444,298759
12/28/21,3022,10903,2417,2106,2296,8650,40313,7777,2039,3152,13372,6318,7902,17772,44815,8269,4956,2909,13715,5651,15709,5661,4100,6808,8962,9066,5754,7112,3000,15088,5719,3444,298777
12/29/21,3022,10917,2417,2106,2296,8650,40314,7777,2039,3152,13375,6318,7902,17777,44816,8271,4957,2909,13715,5651,15709,5661,4101,6809,8962,9075,5754,7114,3000,15088,5721,3444,298819
12/30/21,3030,10936,2419,2106,2296,8669,40317,7787,2039,3153,13376,6319,7904,17781,44817,8271,4952,2909,13730,5653,15711,5662,4101,6817,8970,9091,5755,7116,3000,15091,5721,3445,298944
12/31/21,3030,10973,2420,2106,2296,8699,40317,7796,2039,3175,13382,6319,7905,17785,44822,8272,4951,2909,13734,5654,15715,5664,4101,6823,8992,9110,5759,7118,3000,15093,5723,3450,299132
1/1/22,3034,11027,2425,2106,2297,8736,40328,7807,2040,3179,13386,6323,7907,17800,44835,8274,4952,2910,13740,5658,15729,5665,4101,6828,9018,9161,5759,7127,3000,15099,5725,3452,299428
1/2/22,3034,11052,2426,2106,2297,8743,40332,7810,2040,3180,13393,6323,7907,17800,44836,8276,4954,2914,13746,5659,15731,5665,4102,6835,9019,9169,5763,7131,3000,15103,5725,3454,299525
1/3/22,3034,11061,2426,2106,2297,8744,40332,7811,2040,3180,13393,6323,7909,17800,44836,8277,4954,2914,13747,5659,15732,5665,4102,6836,9019,9170,5763,7132,3000,15103,5725,3454,299544
1/4/22,3034,11064,2426,2106,2297,8744,40338,7815,2040,3180,13399,6325,7909,17802,44837,8278,4954,2915,13747,5659,15732,5665,4104,6836,9023,9172,5763,7134,3000,15103,5726,3454,299581
1/5/22,3034,11080,2430,2107,2297,8754,40343,7834,2040,3183,13401,6329,7913,17809,44851,8279,4954,2915,13750,5660,15736,5668,4104,6838,9027,9183,5764,7138,3000,15106,5728,3456,299711
1/6/22,3034,11105,2432,2108,2297,8769,40353,7842,2040,3184,13408,6330,7913,17815,44861,8278,4954,2916,13764,5662,15738,5670,4104,6840,9030,9194,5764,7140,3000,15110,5730,3457,299842
1/7/22,3035,11128,2432,2108,2297,8787,40356,7846,2040,3187,13435,6331,7913,17822,44865,8282,4955,2919,13766,5662,15738,5675,4105,6842,9032,9202,5765,7143,3001,15110,5731,3460,299970
1/8/22,3046,11154,2432,2108,2298,8807,40364,7853,2040,3188,13447,6332,7913,17827,44872,8283,4955,2920,13770,5665,15741,5675,4109,6843,9036,9204,5766,7145,3001,15115,5731,3461,300101
1/9/22,3048,11171,2432,2108,2299,8831,40372,7864,2040,3188,13473,6333,7916,17833,44894,8290,4958,2921,13772,5667,15742,5675,4110,6846,9037,9218,5769,7147,3001,15149,5732,3467,300303
1/10/22,3048,11178,2432,2108,2299,8835,40376,7864,2040,3188,13473,6333,7917,17836,44896,8290,4958,2921,13773,5667,15742,5675,4112,6846,9037,9220,5770,7149,3001,15149,5732,3469,300334
1/11/22,3048,11178,2432,2108,2299,8835,40376,7864,2040,3188,13473,6333,7917,17836,44896,8290,4958,2921,13773,5667,15742,5675,4112,6846,9037,9220,5770,7149,3001,15149,5732,3469,300334
1/12/22,3052,11211,2432,2108,2299,8849,40394,7884,2040,3189,13510,6335,7917,17854,44911,8292,4959,2924,13785,5672,15749,5675,4116,6849,9039,9234,5773,7156,3003,15150,5737,3476,300574
1/13/22,3063,11233,2439,2108,2299,8871,40406,7902,2040,3193,13524,6336,7922,17860,44919,8293,4959,2925,13790,5672,15753,5676,4117,6849,9042,9244,5773,7159,3003,15175,5741,3478,300764
1/14/22,3070,11247,2440,2108,2299,8884,40417,7913,2040,3193,13535,6339,7926,17869,44929,8295,4959,2926,13795,5674,15758,5677,4119,6856,9045,9253,5775,7165,3003,15177,5744,3482,300912
1/15/22,3070,11247,2440,2108,2299,8884,40417,7913,2040,3193,13535,6339,7926,17869,44929,8295,4959,2926,13795,5674,15758,5677,4119,6856,9045,9253,5775,7165,3003,15177,5744,3482,300912
1/16/22,3091,11306,2444,2108,2299,8923,40452,7931,2040,3198,13578,6340,7929,17880,44950,8299,4959,2927,13811,5680,15780,5688,4128,6869,9052,9290,5779,7172,3003,15185,5750,3493,301334
1/17/22,3091,11313,2444,2108,2300,8940,40461,7932,2041,3198,13581,6341,7930,17887,44954,8300,4959,2927,13814,5680,15782,5688,4133,6871,9054,9294,5779,7173,3003,15186,5753,3493,301410
1/18/22,3091,11315,2444,2108,2300,8940,40473,7941,2043,3198,13586,6342,7930,17887,44962,8300,4961,2927,13815,5680,15783,5688,4135,6872,9055,9301,5780,7173,3003,15186,5756,3494,301469
1/19/22,3091,11315,2444,2108,2300,8940,40473,7941,2043,3198,13586,6342,7930,17887,44962,8300,4961,2927,13815,5680,15783,5688,4135,6872,9055,9301,5780,7173,3003,15186,5756,3494,301469
1/20/22,3112,11349,2462,2108,2302,8992,40532,7975,2046,3204,13660,6347,7939,17926,45019,8301,4965,2931,13856,5690,15790,5700,4142,6896,9070,9325,5783,7202,3003,15209,5764,3512,302112
1/21/22,3112,11349,2462,2108,2302,8992,40532,7975,2046,3204,13660,6347,7939,17926,45019,8301,4965,2931,13856,5690,15790,5700,4142,6896,9070,9325,5783,7202,3003,15209,5764,3512,302112
1/22/22,3128,11407,2473,2108,2303,9016,40594,8013,2051,3228,13688,6354,7946,17976,45043,8311,4967,2934,13920,5696,15803,5702,4148,6937,9086,9358,5790,7220,3004,15218,5772,3527,302721
1/23/22,3128,11407,2473,2108,2303,9016,40594,8013,2051,3228,13688,6354,7946,17976,45043,8311,4967,2934,13920,5696,15803,5702,4148,6937,9086,9358,5790,7220,3004,15218,5772,3527,302721
1/24/22,3140,11426,2475,2110,2304,9043,40647,8033,2054,3240,13723,6359,7960,18014,45074,8315,4972,2941,13956,5702,15805,5704,4166,6959,9102,9387,5797,7228,3004,15224,5778,3541,303183
1/25/22,3140,11434,2475,2111,2304,9044,40670,8037,2055,3240,13726,6361,7963,18027,45081,8320,4972,2942,13958,5702,15811,5704,4173,6959,9102,9394,5802,7230,3004,15226,5785,3549,303301
1/26/22,3148,11442,2481,2111,2306,9109,40717,8074,2058,3254,13761,6368,7972,18050,45116,8326,4978,2945,13988,5710,15815,5715,4176,6986,9121,9408,5807,7252,3005,15232,5790,3555,303776
1/27/22,3148,11442,2481,2111,2306,9109,40717,8074,2058,3254,13761,6368,7972,18050,45116,8326,4978,2945,13988,5710,15815,5715,4176,6986,9121,9408,5807,7252,3005,15232,5790,3555,303776
1/28/22,3173,11451,2490,2113,2308,9131,40784,8113,2059,3278,13803,6374,7980,18088,45145,8338,4984,2950,14030,5721,15825,5720,4182,7009,9144,9416,5814,7278,3005,15245,5796,3561,304308
1/29/22,3194,11493,2509,2117,2313,9195,40871,8187,2064,3281,13822,6385,7988,18149,45255,8346,4989,2960,14092,5734,15843,5749,4198,7045,9172,9458,5823,7323,3008,15272,5818,3587,305240
1/30/22,3201,11510,2521,2119,2314,9232,40924,8215,2066,3294,13838,6407,7999,18161,45292,8356,4998,2967,14119,5741,15858,5760,4206,7057,9191,9490,5829,7360,3008,15281,5831,3617,305762
1/31/22,3201,11512,2521,2120,2314,9233,40940,8223,2068,3294,13855,6413,8001,18176,45304,8361,5001,2968,14119,5742,15860,5760,4211,7064,9192,9495,5835,7367,3008,15283,5835,3617,305893
