FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
,,Nayarit,Mexico,2021-03-04 05:24:24,21.7514,-104.8455,10906,1641,0,9265,"Nayarit, Mexico",846.3639178593962,15.046763249587382
,,Nuevo Leon,Mexico,2021-03-04 05:24:24,25.5922,-99.9962,115858,8397,0,107461,"Nuevo Leon, Mexico",2065.148668850921,7.247665245386594
,,Oaxaca,Mexico,2021-03-04 05:24:24,17.0732,-96.7266,41045,2953,0,38092,"Oaxaca, Mexico",990.5654343947391,7.194542575222317
,,Puebla,Mexico,2021-03-04 05:24:24,19.0414,-98.2063,71730,9018,0,62712,"Puebla, Mexico",1086.0857321827355,12.572145545796738
,,Queretaro,Mexico,2021-03-04 05:24:24,20.5888,-100.3899,57671,3445,0,54226,"Queretaro, Mexico",2529.8326005412264,5.973539560611052
,,Quintana Roo,Mexico,2021-03-04 05:24:24,19.1817,-88.4791,20270,2410,0,17860,"Quintana Roo, Mexico",1176.259633636035,11.889491859891466
,,San Luis Potosi,Mexico,2021-03-04 05:24:24,22.1565,-100.9855,57611,4613,0,52998,"San Luis Potosi, Mexico",2010.0539331268303,8.007151412056725
,,Sinaloa,Mexico,2021-03-04 05:24:24,25.1721,-107.4795,34183,5313,0,28870,"Sinaloa, Mexico",1082.8802720838453,15.542813679314278
,,Sonora,Mexico,2021-03-04 05:24:24,29.2972,-110.3309,68039,6069,0,61970,"Sonora, Mexico",2212.8339098039023,8.9198841840709
,,Tabasco,Mexico,2021-03-04 05:24:24,17.8409,-92.6189,57731,3736,0,53995,"Tabasco, Mexico",2244.345207202773,6.471393185636833
,,Tamaulipas,Mexico,2021-03-04 05:24:24,24.2669,-98.8363,51944,4399,0,47545,"Tamaulipas, Mexico",1422.8886085089528,8.468735561373787
,,Tlaxcala,Mexico,2021-03-04 05:24:24,19.3139,-98.2404,17308,2167,0,15141,"Tlaxcala, Mexico",1254.1929013609313,12.52022186272244
,,Unknown,Mexico,2021-03-04 05:24:24,,,0,0,1650230,0,"Unknown, Mexico",,
,,Veracruz,Mexico,2021-03-04 05:24:24,19.1738,-96.1342,55394,8223,0,47171,"Veracruz, Mexico",648.652167915594,14.844568003754919
,,Yucatan,Mexico,2021-03-04 05:24:24,20.7099,-89.0943,32937,3120,0,29817,"Yucatan, Mexico",1457.9712788024246,9.472629565534202
,,Zacatecas,Mexico,2021-03-04 05:24:24,22.7709,-102.5832,27623,2509,0,25114,"Zacatecas, Mexico",1657.619360235618,9.083010534699344
,,Aguascalientes,Mexico,2022-03-04 04:21:09,21.8853,-102.2916,60559,3455,,,"Aguascalientes, Mexico",4221.213061161899,5.705180072326161
,,Baja California,Mexico,2022-03-04 04:21:09,30.8406,-115.2838,129391,12095,,,"Baja California, Mexico",3559.7166114422857,9.347636234359422
,,Baja California Sur,Mexico,2022-03-04 04:21:09,26.0444,-111.6661,100726,2612,,,"Baja California Sur, Mexico",12517.086943338452,2.5931735599547285
,,Campeche,Mexico,2022-03-04 04:21:09,19.8301,-90.5349,33309,2220,,,"Campeche, Mexico",3328.8461019550928,6.664865351706746
,,Chiapas,Mexico,2022-03-04 04:21:09,16.7569,-93.1292,33617,2384,,,"Chiapas, Mexico",586.6465446279444,7.0916500580063655
,,Chihuahua,Mexico,2022-03-04 04:21:09,28.63300000000001,-106.0691,123384,9797,,,"Chihuahua, Mexico",3245.6772836524237,7.940251572327044
,,Ciudad de Mexico,Mexico,2022-03-04 04:21:09,19.4326,-99.1332,1356390,42181,,,"Ciudad de Mexico, Mexico",15039.842459704312,3.109798804178739
,,Coahuila,Mexico,2022-03-04 04:21:09,27.0587,-101.7068,143460,8700,,,"Coahuila, Mexico",4457.05125018641,6.064408197406943
,,Colima,Mexico,2022-03-04 04:21:09,19.1223,-104.0072,54094,2172,,,"Colima, Mexico",6889.612597799411,4.015232743002921
,,Durango,Mexico,2022-03-04 04:21:09,24.5593,-104.6588,67564,3481,,,"Durango, Mexico",3614.989010142344,5.152152033627376
,,Guanajuato,Mexico,2022-03-04 04:21:09,21.019000000000002,-101.2574,275296,14684,,,"Guanajuato, Mexico",4420.171237962967,5.333895152853656
,,Guerrero,Mexico,2022-03-04 04:21:09,17.4392,-99.5451,97186,6666,,,"Guerrero, Mexico",2657.498616370362,6.859012614985698
,,Hidalgo,Mexico,2022-03-04 04:21:09,20.0911,-98.7624,88584,8295,,,"Hidalgo, Mexico",2870.126949916635,9.3639934976971
,,Jalisco,Mexico,2022-03-04 04:21:09,20.6595,-103.3494,231229,19125,,,"Jalisco, Mexico",2749.5534022466686,8.27102136842697
,,Mexico,Mexico,2022-03-04 04:21:09,19.4969,-99.7233,523913,46566,,,"Mexico, Mexico",3006.192982587006,8.888116920175678
,,Michoacan,Mexico,2022-03-04 04:21:09,19.5665,-101.7068,92732,8702,,,"Michoacan, Mexico",1921.7470216464915,9.384031402320666
,,Morelos,Mexico,2022-03-04 04:21:09,18.6813,-99.1013,65844,5162,,,"Morelos, Mexico",3221.239319040849,7.839742421481077
,,Nayarit,Mexico,2022-03-04 04:21:09,21.7514,-104.8455,57541,3133,,,"Nayarit, Mexico",4465.489290074043,5.4448132635859645
,,Nuevo Leon,Mexico,2022-03-04 04:21:09,25.5922,-99.9962,307411,14825,,,"Nuevo Leon, Mexico",5479.547527491674,4.822534001711064
,,Oaxaca,Mexico,2022-03-04 04:21:09,17.0732,-96.7266,117040,6006,,,"Oaxaca, Mexico",2824.601740566701,5.131578947368421
,,Puebla,Mexico,2022-03-04 04:21:09,19.0414,-98.2063,166023,16235,,,"Puebla, Mexico",2513.804705341897,9.77876559271908
,,Queretaro,Mexico,2022-03-04 04:21:09,20.5888,-100.3899,139762,6110,,,"Queretaro, Mexico",6130.888382667942,4.371717634263963
,,Quintana Roo,Mexico,2022-03-04 04:21:09,19.1817,-88.4791,90999,4321,,,"Quintana Roo, Mexico",5280.633961580935,4.748403828613501
,,San Luis Potosi,Mexico,2022-03-04 04:21:09,22.1565,-100.9855,179231,7393,,,"San Luis Potosi, Mexico",6253.38870160655,4.124844474449175
,,Sinaloa,Mexico,2022-03-04 04:21:09,25.1721,-107.4795,119209,9545,,,"Sinaloa, Mexico",3776.411501472753,8.00694578429481
,,Sonora,Mexico,2022-03-04 04:21:09,29.2972,-110.3309,161733,9952,,,"Sonora, Mexico",5260.045955030417,6.153351511441697
,,Tabasco,Mexico,2022-03-04 04:21:09,17.8409,-92.6189,189194,6002,,,"Tabasco, Mexico",7355.089070543061,3.1724050445574385
,,Tamaulipas,Mexico,2022-03-04 04:21:09,24.2669,-98.8363,140745,7884,,,"Tamaulipas, Mexico",3855.3915217271015,5.601619950975168
,,Tlaxcala,Mexico,2022-03-04 04:21:09,19.3139,-98.2404,42803,3051,,,"Tlaxcala, Mexico",3101.641943433784,7.128005046375254
,,Unknown,Mexico,2022-03-04 04:21:09,,,0,0,,,"Unknown, Mexico",,
,,Veracruz,Mexico,2022-03-04 04:21:09,19.1738,-96.1342,169773,15886,,,"Veracruz, Mexico",1988.0063635688728,9.357200497134409
,,Yucatan,Mexico,2022-03-04 04:21:09,20.7099,-89.0943,108277,6368,,,"Yucatan, Mexico",4792.930629835448,5.881212076433592
,,Zacatecas,Mexico,2022-03-04 04:21:09,22.7709,-102.5832,67067,3827,,,"Zacatecas, Mexico",4024.601152406408,5.70623406444302
,Mexico,2020-03-03T10:03:04,5,0,1,23.0,-102.0
,,Aguascalientes,Mexico,2021-03-05 05:26:29,21.8853,-102.2916,23339,2031,0,21308,"Aguascalientes, Mexico",1626.824941535652,8.702172329577103
,,Baja California,Mexico,2021-03-05 05:26:29,30.8406,-115.2838,45225,7466,0,37759,"Baja California, Mexico",1244.1992391470612,16.5085682697623
,,Baja California Sur,Mexico,2021-03-05 05:26:29,26.0444,-111.6661,26657,1216,0,25441,"Baja California Sur, Mexico",3312.6301714410693,4.5616535994297935
,,Campeche,Mexico,2021-03-05 05:26:29,19.8301,-90.5349,8556,1066,0,7490,"Campeche, Mexico",855.0724203166646,12.459093034128097
,,Chiapas,Mexico,2021-03-05 05:26:29,16.7569,-93.1292,10062,1440,0,8622,"Chiapas, Mexico",175.59084784621996,14.311270125223613
,,Chihuahua,Mexico,2021-03-05 05:26:29,28.633000000000006,-106.0691,43604,5297,0,38307,"Chihuahua, Mexico",1147.0248352815622,12.147968076323274
,,Ciudad de Mexico,Mexico,2021-03-05 05:26:29,19.4326,-99.1332,565417,27909,0,537508,"Ciudad de Mexico, Mexico",6269.422956552786,4.936002985407231
,,Coahuila,Mexico,2021-03-05 05:26:29,27.0587,-101.7068,65139,5705,0,59434,"Coahuila, Mexico",2023.7547845106128,8.758194015873746
,,Colima,Mexico,2021-03-05 05:26:29,19.1223,-104.0072,10467,1092,0,9375,"Colima, Mexico",1333.1159659327545,10.432788764689022
,,Durango,Mexico,2021-03-05 05:26:29,24.5593,-104.6588,31099,2107,0,28992,"Durango, Mexico",1663.9414958619493,6.775137464227146
,,Guanajuato,Mexico,2021-03-05 05:26:29,21.019,-101.2574,120636,9230,0,111406,"Guanajuato, Mexico",1936.9397937598092,7.65111575317484
,,Guerrero,Mexico,2021-03-05 05:26:29,17.4392,-99.5451,35702,3701,0,32001,"Guerrero, Mexico",976.2518840332422,10.36636602991429
,,Hidalgo,Mexico,2021-03-05 05:26:29,20.0911,-98.7624,34922,5534,0,29388,"Hidalgo, Mexico",1131.4749090692305,15.846744172727794
,,Jalisco,Mexico,2021-03-05 05:26:29,20.6595,-103.3494,78948,10636,0,68312,"Jalisco, Mexico",938.7738648723562,13.472158889395551
,,Mexico,Mexico,2021-03-05 05:26:29,19.4969,-99.7233,219888,29223,0,190665,"Mexico, Mexico",1261.7090290851565,13.289947609692208
,,Michoacan,Mexico,2021-03-05 05:26:29,19.5665,-101.7068,43462,4547,0,38915,"Michoacan, Mexico",900.6919839408165,10.4620127927845
,,Morelos,Mexico,2021-03-05 05:26:29,18.6813,-99.1013,26964,2397,0,24567,"Morelos, Mexico",1319.1406506077617,8.889630618602581
,,Nayarit,Mexico,2021-03-05 05:26:29,21.7514,-104.8455,10924,1645,0,9279,"Nayarit, Mexico",847.7608141111355,15.058586598315635
,,Nuevo Leon,Mexico,2021-03-05 05:26:29,25.5922,-99.9962,116161,8422,0,107739,"Nuevo Leon, Mexico",2070.5495910717586,7.250281936278097
,,Oaxaca,Mexico,2021-03-05 05:26:29,17.0732,-96.7266,41146,2960,0,38186,"Oaxaca, Mexico",993.002932479131,7.193894910805424
,,Puebla,Mexico,2021-03-05 05:26:29,19.0414,-98.2063,72053,9119,0,62934,"Puebla, Mexico",1090.9763733579066,12.655961583834122
,,Queretaro,Mexico,2021-03-05 05:26:29,20.5888,-100.3899,58033,3461,0,54572,"Queretaro, Mexico",2545.712321742453,5.963848155359882
,,Quintana Roo,Mexico,2021-03-05 05:26:29,19.1817,-88.4791,20309,2411,0,17898,"Quintana Roo, Mexico",1178.5227873465335,11.871584026786154
,,San Luis Potosi,Mexico,2021-03-05 05:26:29,22.1565,-100.9855,57763,4626,0,53137,"San Luis Potosi, Mexico",2015.3572293347643,8.00858681162682
,,Sinaloa,Mexico,2021-03-05 05:26:29,25.1721,-107.4795,34284,5328,0,28956,"Sinaloa, Mexico",1086.079842264358,15.540777038851942
,,Sonora,Mexico,2021-03-05 05:26:29,29.2972,-110.3309,68182,6078,0,62104,"Sonora, Mexico",2217.4847019834165,8.914376228330058
,,Tabasco,Mexico,2021-03-05 05:26:29,17.8409,-92.6189,57904,3739,0,54165,"Tabasco, Mexico",2251.0707397735946,6.457239568941697
,,Tamaulipas,Mexico,2021-03-05 05:26:29,24.2669,-98.8363,52064,4409,0,47655,"Tamaulipas, Mexico",1426.1757375906768,8.468423478795328
,,Tlaxcala,Mexico,2021-03-05 05:26:29,19.3139,-98.2404,17352,2170,0,15182,"Tlaxcala, Mexico",1257.3812817434064,12.505763024435224
,,Unknown,Mexico,2021-03-05 05:26:29,,,0,0,1655549,0,"Unknown, Mexico",,
,,Veracruz,Mexico,2021-03-05 05:26:29,19.1738,-96.1342,55495,8251,0,47244,"Veracruz, Mexico",649.8348568161874,14.868006126678079
,,Yucatan,Mexico,2021-03-05 05:26:29,20.7099,-89.0943,33061,3129,0,29932,"Yucatan, Mexico",1463.4601951752425,9.464323523184417
,,Zacatecas,Mexico,2021-03-05 05:26:29,22.7709,-102.5832,27690,2521,0,25169,"Zacatecas, Mexico",1661.6399408074526,9.10436980859516
,,Aguascalientes,Mexico,2022-03-05 04:21:10,21.8853,-102.2916,60844,3461,,,"Aguascalientes, Mexico",4241.078741282626,5.6883176648478075
,,Baja California,Mexico,2022-03-05 04:21:10,30.8406,-115.2838,129625,12096,,,"Baja California, Mexico",3566.154259246828,9.331533269045323
,,Baja California Sur,Mexico,2022-03-05 04:21:10,26.0444,-111.6661,100927,2613,,,"Baja California Sur, Mexico",12542.064947782299,2.5889999702755455
,,Campeche,Mexico,2022-03-05 04:21:10,19.8301,-90.5349,33341,2223,,,"Campeche, Mexico",3332.0441287725475,6.667466482708977
,,Chiapas,Mexico,2022-03-05 04:21:10,16.7569,-93.1292,33656,2385,,,"Chiapas, Mexico",587.3271293095189,7.086403613025909
,,Chihuahua,Mexico,2022-03-05 04:21:10,28.63300000000001,-106.0691,123999,9809,,,"Chihuahua, Mexico",3261.8551635189074,7.910547665706981
,,Ciudad de Mexico,Mexico,2022-03-05 04:21:10,19.4326,-99.1332,1359021,42220,,,"Ciudad de Mexico, Mexico",15069.015356519743,3.1066480944738895
,,Coahuila,Mexico,2022-03-05 04:21:10,27.0587,-101.7068,143519,8703,,,"Coahuila, Mexico",4458.884276979669,6.064005462691351
,,Colima,Mexico,2022-03-05 04:21:10,19.1223,-104.0072,54137,2173,,,"Colima, Mexico",6895.089237384305,4.01389068474426
,,Durango,Mexico,2022-03-05 04:21:10,24.5593,-104.6588,67628,3502,,,"Durango, Mexico",3618.4133085357057,5.178328502986928
,,Guanajuato,Mexico,2022-03-05 04:21:10,21.019000000000002,-101.2574,275709,14699,,,"Guanajuato, Mexico",4426.802393959707,5.33134573046219
,,Guerrero,Mexico,2022-03-05 04:21:10,17.4392,-99.5451,97314,6673,,,"Guerrero, Mexico",2660.998707153967,6.857183961197772
,,Hidalgo,Mexico,2022-03-05 04:21:10,20.0911,-98.7624,88812,8308,,,"Hidalgo, Mexico",2877.514163686401,9.354591721839391
,,Jalisco,Mexico,2022-03-05 04:21:10,20.6595,-103.3494,231996,19189,,,"Jalisco, Mexico",2758.6738303051006,8.271263297643063
,,Mexico,Mexico,2022-03-05 04:21:10,19.4969,-99.7233,525233,46608,,,"Mexico, Mexico",3013.7670926721057,8.87377601940472
,,Michoacan,Mexico,2022-03-05 04:21:10,19.5665,-101.7068,92838,8706,,,"Michoacan, Mexico",1923.9437302723647,9.37762554126543
,,Morelos,Mexico,2022-03-05 04:21:10,18.6813,-99.1013,66117,5164,,,"Morelos, Mexico",3234.5951044441986,7.810396720964351
,,Nayarit,Mexico,2022-03-05 04:21:10,21.7514,-104.8455,57607,3134,,,"Nayarit, Mexico",4470.611242997087,5.440311073307063
,,Nuevo Leon,Mexico,2022-03-05 04:21:10,25.5922,-99.9962,307968,14828,,,"Nuevo Leon, Mexico",5489.475955468593,4.814785951787199
,,Oaxaca,Mexico,2022-03-05 04:21:10,17.0732,-96.7266,117189,6029,,,"Oaxaca, Mexico",2828.1976535822896,5.144680814752238
,,Puebla,Mexico,2022-03-05 04:21:10,19.0414,-98.2063,166301,16253,,,"Puebla, Mexico",2518.013987839413,9.773242494031907
,,Queretaro,Mexico,2022-03-05 04:21:10,20.5888,-100.3899,139871,6116,,,"Queretaro, Mexico",6135.669845681571,4.372600467573693
,,Quintana Roo,Mexico,2022-03-05 04:21:10,19.1817,-88.4791,91021,4324,,,"Quintana Roo, Mexico",5281.910612391986,4.750552070401336
,,San Luis Potosi,Mexico,2022-03-05 04:21:10,22.1565,-100.9855,179743,7405,,,"San Luis Potosi, Mexico",6271.252436201696,4.119771006381334
,,Sinaloa,Mexico,2022-03-05 04:21:10,25.1721,-107.4795,119473,9548,,,"Sinaloa, Mexico",3784.774734419836,7.991763829484486
,,Sonora,Mexico,2022-03-05 04:21:10,29.2972,-110.3309,161956,9951,,,"Sonora, Mexico",5267.2985889886795,6.144261404332041
,,Tabasco,Mexico,2022-03-05 04:21:10,17.8409,-92.6189,189191,6006,,,"Tabasco, Mexico",7354.972442810619,3.1745696148336866
,,Tamaulipas,Mexico,2022-03-05 04:21:10,24.2669,-98.8363,140835,7893,,,"Tamaulipas, Mexico",3857.8568685383934,5.604430716796251
,,Tlaxcala,Mexico,2022-03-05 04:21:10,19.3139,-98.2404,42900,3053,,,"Tlaxcala, Mexico",3108.670872913332,7.116550116550116
,,Unknown,Mexico,2022-03-05 04:21:10,,,0,0,,,"Unknown, Mexico",,
,,Veracruz,Mexico,2022-03-05 04:21:10,19.1738,-96.1342,170359,15940,,,"Veracruz, Mexico",1994.8683011505332,9.356711415305325
,,Yucatan,Mexico,2022-03-05 04:21:10,20.7099,-89.0943,108333,6456,,,"Yucatan, Mexico",4795.40949529414,5.959402952009083
,,Zacatecas,Mexico,2022-03-05 04:21:10,22.7709,-102.5832,67181,3828,,,"Zacatecas, Mexico",4031.442140245051,5.698039624298537
,Mexico,2020-03-03T10:03:04,5,0,1,23.0,-102.0
,,Aguascalientes,Mexico,2021-03-06 04:23:41,21.8853,-102.2916,23415,2031,0,21384,"Aguascalientes, Mexico",1632.1224562345126,8.673926969891095
,,Baja California,Mexico,2021-03-06 04:23:41,30.8406,-115.2838,45296,7490,0,37806,"Baja California, Mexico",1246.152542540747,16.535676439420698
,,Baja California Sur,Mexico,2021-03-06 04:23:41,26.0444,-111.6661,26748,1217,0,25531,"Baja California Sur, Mexico",3323.938621214155,4.549872887692538
,,Campeche,Mexico,2021-03-06 04:23:41,19.8301,-90.5349,8579,1067,0,7512,"Campeche, Mexico",857.3710020917094,12.437347010141043
,,Chiapas,Mexico,2021-03-06 04:23:41,16.7569,-93.1292,10071,1443,0,8628,"Chiapas, Mexico",175.74790584966024,14.32826928805481
,,Chihuahua,Mexico,2021-03-06 04:23:41,28.633000000000006,-106.0691,43712,5325,0,38387,"Chihuahua, Mexico",1149.8658288190911,12.182009516837482
,,Ciudad de Mexico,Mexico,2021-03-06 04:23:41,19.4326,-99.1332,567778,28008,0,539770,"Ciudad de Mexico, Mexico",6295.602055519426,4.932913920581636
,,Coahuila,Mexico,2021-03-06 04:23:41,27.0587,-101.7068,65274,5718,0,59556,"Coahuila, Mexico",2027.9489983595963,8.75999632319147
,,Colima,Mexico,2021-03-06 04:23:41,19.1223,-104.0072,10481,1093,0,9388,"Colima, Mexico",1334.8990578906278,10.428394237191108
,,Durango,Mexico,2021-03-06 04:23:41,24.5593,-104.6588,31168,2116,0,29052,"Durango, Mexico",1667.6333175672928,6.789014373716633
,,Guanajuato,Mexico,2021-03-06 04:23:41,21.019,-101.2574,120957,9283,0,111674,"Guanajuato, Mexico",1942.0937915199877,7.674628173648487
,,Guerrero,Mexico,2021-03-06 04:23:41,17.4392,-99.5451,35802,3718,0,32084,"Guerrero, Mexico",978.9863299579333,10.384894698620188
,,Hidalgo,Mexico,2021-03-06 04:23:41,20.0911,-98.7624,35028,5558,0,29470,"Hidalgo, Mexico",1134.909315470964,15.867306155075939
,,Jalisco,Mexico,2021-03-06 04:23:41,20.6595,-103.3494,79167,10679,0,68488,"Jalisco, Mexico",941.3780027404092,13.489206361236374
,,Mexico,Mexico,2021-03-06 04:23:41,19.4969,-99.7233,220661,29313,0,191348,"Mexico, Mexico",1266.1444738546884,13.284177992486212
,,Michoacan,Mexico,2021-03-06 04:23:41,19.5665,-101.7068,43550,4562,0,38988,"Michoacan, Mexico",902.5156665736174,10.475315729047072
,,Morelos,Mexico,2021-03-06 04:23:41,18.6813,-99.1013,27095,2405,0,24690,"Morelos, Mexico",1325.5494707097353,8.876176416312973
,,Nayarit,Mexico,2021-03-06 04:23:41,21.7514,-104.8455,10943,1648,0,9295,"Nayarit, Mexico",849.2353157101937,15.05985561546194
,,Nuevo Leon,Mexico,2021-03-06 04:23:41,25.5922,-99.9962,116359,8477,0,107882,"Nuevo Leon, Mexico",2074.078906582405,7.28521214517141
,,Oaxaca,Mexico,2021-03-06 04:23:41,17.0732,-96.7266,41332,2973,0,38359,"Oaxaca, Mexico",997.4917903375162,7.192973966902158
,,Puebla,Mexico,2021-03-06 04:23:41,19.0414,-98.2063,72354,9172,0,63182,"Puebla, Mexico",1095.5339058462241,12.676562456809576
,,Queretaro,Mexico,2021-03-06 04:23:41,20.5888,-100.3899,58443,3476,0,54967,"Queretaro, Mexico",2563.697641335002,5.947675512892904
,,Quintana Roo,Mexico,2021-03-06 04:23:41,19.1817,-88.4791,20346,2418,0,17928,"Quintana Roo, Mexico",1180.669881892391,11.884399882040697
,,San Luis Potosi,Mexico,2021-03-06 04:23:41,22.1565,-100.9855,57897,4639,0,53258,"San Luis Potosi, Mexico",2020.0325036233376,8.012504965714976
,,Sinaloa,Mexico,2021-03-06 04:23:41,25.1721,-107.4795,34370,5358,0,29012,"Sinaloa, Mexico",1088.8042287546957,15.589176607506547
,,Sonora,Mexico,2021-03-06 04:23:41,29.2972,-110.3309,68263,6090,0,62173,"Sonora, Mexico",2220.1190667844,8.92137761305539
,,Tabasco,Mexico,2021-03-06 04:23:41,17.8409,-92.6189,58065,3742,0,54323,"Tabasco, Mexico",2257.3297614146477,6.44450185137346
,,Tamaulipas,Mexico,2021-03-06 04:23:41,24.2669,-98.8363,52182,4423,0,47759,"Tamaulipas, Mexico",1429.4080811877054,8.476102870721705
,,Tlaxcala,Mexico,2021-03-06 04:23:41,19.3139,-98.2404,17415,2176,0,15239,"Tlaxcala, Mexico",1261.9464627455868,12.49497559575079
,,Unknown,Mexico,2021-03-06 04:23:41,,,0,0,1660786,0,"Unknown, Mexico",,
,,Veracruz,Mexico,2021-03-06 04:23:41,19.1738,-96.1342,55600,8288,0,47312,"Veracruz, Mexico",651.0643848811609,14.906474820143885
,,Yucatan,Mexico,2021-03-06 04:23:41,20.7099,-89.0943,33190,3140,0,30050,"Yucatan, Mexico",1469.1704388211579,9.460680927990358
,,Zacatecas,Mexico,2021-03-06 04:23:41,22.7709,-102.5832,27764,2532,0,25232,"Zacatecas, Mexico",1666.080582036046,9.119723382797869
,,Aguascalientes,Mexico,2022-03-06 04:20:49,21.8853,-102.2916,61144,3464,,,"Aguascalientes, Mexico",4261.989983514971,5.665314667015569
,,Baja California,Mexico,2022-03-06 04:20:49,30.8406,-115.2838,129801,12098,,,"Baja California, Mexico",3570.996250757937,9.320421260236824
,,Baja California Sur,Mexico,2022-03-06 04:20:49,26.0444,-111.6661,101069,2616,,,"Baja California Sur, Mexico",12559.71110017547,2.5883307443429735
,,Campeche,Mexico,2022-03-06 04:20:49,19.8301,-90.5349,33392,2226,,,"Campeche, Mexico",3337.1409840128636,6.666267369429804
,,Chiapas,Mexico,2022-03-06 04:20:49,16.7569,-93.1292,33805,2386,,,"Chiapas, Mexico",589.9273118109189,7.058127495932554
,,Chihuahua,Mexico,2022-03-06 04:20:49,28.63300000000001,-106.0691,124629,9813,,,"Chihuahua, Mexico",3278.427625821159,7.873769347423152
,,Ciudad de Mexico,Mexico,2022-03-06 04:20:49,19.4326,-99.1332,1360984,42257,,,"Ciudad de Mexico, Mexico",15090.781375694463,3.104885876689219
,,Coahuila,Mexico,2022-03-06 04:20:49,27.0587,-101.7068,143559,8713,,,"Coahuila, Mexico",4460.127007008998,6.069281619403869
,,Colima,Mexico,2022-03-06 04:20:49,19.1223,-104.0072,54163,2173,,,"Colima, Mexico",6898.400693877499,4.011963886786183
,,Durango,Mexico,2022-03-06 04:20:49,24.5593,-104.6588,67695,3526,,,"Durango, Mexico",3621.9981209162565,5.208656473890243
,,Guanajuato,Mexico,2022-03-06 04:20:49,21.019000000000002,-101.2574,276168,14713,,,"Guanajuato, Mexico",4434.172129074729,5.327554242345239
,,Guerrero,Mexico,2022-03-06 04:20:49,17.4392,-99.5451,97472,6674,,,"Guerrero, Mexico",2665.319131714979,6.8470945502298095
,,Hidalgo,Mexico,2022-03-06 04:20:49,20.0911,-98.7624,89138,8316,,,"Hidalgo, Mexico",2888.0765833747514,9.329354484058426
,,Jalisco,Mexico,2022-03-06 04:20:49,20.6595,-103.3494,232698,19211,,,"Jalisco, Mexico",2767.021340731463,8.25576498293926
,,Mexico,Mexico,2022-03-06 04:20:49,19.4969,-99.7233,526586,46661,,,"Mexico, Mexico",3021.5305555093328,8.86104074168322
,,Michoacan,Mexico,2022-03-06 04:20:49,19.5665,-101.7068,92946,8713,,,"Michoacan, Mexico",1926.1818862308025,9.374260323198417
,,Morelos,Mexico,2022-03-06 04:20:49,18.6813,-99.1013,66335,5167,,,"Morelos, Mexico",3245.260163850537,7.789251526343559
,,Nayarit,Mexico,2022-03-06 04:20:49,21.7514,-104.8455,57639,3135,,,"Nayarit, Mexico",4473.094614111291,5.439025659709571
,,Nuevo Leon,Mexico,2022-03-06 04:20:49,25.5922,-99.9962,308510,14838,,,"Nuevo Leon, Mexico",5499.137011058344,4.809568571521183
,,Oaxaca,Mexico,2022-03-06 04:20:49,17.0732,-96.7266,117369,6032,,,"Oaxaca, Mexico",2832.541709574275,5.139346846271162
,,Puebla,Mexico,2022-03-06 04:20:49,19.0414,-98.2063,166565,16264,,,"Puebla, Mexico",2522.011292081658,9.764356257316964
,,Queretaro,Mexico,2022-03-06 04:20:49,20.5888,-100.3899,140000,6123,,,"Queretaro, Mexico",6141.328641358251,4.373571428571428
,,Quintana Roo,Mexico,2022-03-06 04:20:49,19.1817,-88.4791,91035,4324,,,"Quintana Roo, Mexico",5282.7230265444705,4.749821497226342
,,San Luis Potosi,Mexico,2022-03-06 04:20:49,22.1565,-100.9855,180014,7410,,,"San Luis Potosi, Mexico",6280.707655098737,4.116346506382837
,,Sinaloa,Mexico,2022-03-06 04:20:49,25.1721,-107.4795,119668,9553,,,"Sinaloa, Mexico",3790.952122392113,7.9829194103686865
,,Sonora,Mexico,2022-03-06 04:20:49,29.2972,-110.3309,162205,9956,,,"Sonora, Mexico",5275.396821525037,6.137911901605992
,,Tabasco,Mexico,2022-03-06 04:20:49,17.8409,-92.6189,189275,6008,,,"Tabasco, Mexico",7358.238019318996,3.1742174085325585
,,Tamaulipas,Mexico,2022-03-06 04:20:49,24.2669,-98.8363,140916,7895,,,"Tamaulipas, Mexico",3860.0756806685577,5.602628516279202
,,Tlaxcala,Mexico,2022-03-06 04:20:49,19.3139,-98.2404,42971,3054,,,"Tlaxcala, Mexico",3113.815759439599,7.107118754508855
,,Unknown,Mexico,2022-03-06 04:20:49,,,0,0,,,"Unknown, Mexico",,
,,Veracruz,Mexico,2022-03-06 04:20:49,19.1738,-96.1342,170961,15956,,,"Veracruz, Mexico",2001.9175953897147,9.333122758991816
,,Yucatan,Mexico,2022-03-06 04:20:49,20.7099,-89.0943,108382,6500,,,"Yucatan, Mexico",4797.578502570495,5.997305825690613
,,Zacatecas,Mexico,2022-03-06 04:20:49,22.7709,-102.5832,67298,3829,,,"Zacatecas, Mexico",4038.463154079449,5.689619305179946
,Mexico,2020-03-06T16:43:04,6,0,1,23.0,-102.0
,,Aguascalientes,Mexico,2021-03-07 05:21:54,21.8853,-102.2916,23459,2034,0,21425,"Aguascalientes, Mexico",1635.18943842859,8.670446310584424
,,Baja California,Mexico,2021-03-07 05:21:54,30.8406,-115.2838,45424,7554,0,37870,"Baja California, Mexico",1249.6739909124624,16.629975343430786
