Row Labels,Aguascalientes,Baja California,Baja California Sur,Campeche,Chiapas,Chihuahua,Ciudad de Mexico,Coahuila,Colima,Durango,Guanajuato,Guerrero,Hidalgo,Jalisco,Mexico,Michoacan,Morelos,Nayarit,Nuevo Leon,Oaxaca,Puebla,Queretaro,Quintana Roo,San Luis Potosi,Sinaloa,Sonora,Tabasco,Tamaulipas,Tlaxcala,Veracruz,Yucatan,Zacatecas,Grand Total
9/23/21,33087,59482,54890,22177,21714,64600,935753,87386,30652,46628,168341,73837,59230,150251,356361,69604,46746,32220,193571,74638,116374,91681,57337,97432,70970,106532,129967,94531,27785,115312,67986,40093,3597168
9/24/21,33197,59724,54961,22298,21841,64743,937969,87619,30865,46788,169286,73979,59441,151123,357403,69858,46941,32335,194135,74849,116774,92039,57453,97732,71143,106810,130611,94893,27901,115690,68423,40152,3608976
9/25/21,33270,59949,55004,22373,21906,64836,939700,87778,31069,46849,170190,74098,59569,151925,358284,70080,47086,32438,194645,75097,117232,92324,57563,97954,71256,107077,131383,95184,28005,116027,68756,40208,3619115
9/26/21,33270,59949,55004,22373,21906,64836,939700,87778,31069,46849,170190,74098,59569,151925,358284,70080,47086,32438,194645,75097,117232,92324,57563,97954,71256,107077,131383,95184,28005,116027,68756,40208,3619115
9/27/21,33394,60260,55080,22563,22014,64982,942194,88080,31301,46993,171125,74226,59760,152599,359427,70358,47240,32539,195249,75628,118075,92622,57718,98396,71392,107364,132449,95735,28104,116477,69158,40298,3632800
9/28/21,33411,60309,55096,22580,22032,65014,942760,88123,31335,47007,171297,74259,59801,152753,359728,70428,47298,32558,195338,75748,118198,92666,57735,98462,71423,107454,132767,95872,28152,116690,69196,40317,3635807
9/29/21,33540,60551,55148,22638,22130,65184,944518,88470,31510,47090,172194,74372,59961,153237,360605,70625,47507,32677,195909,76161,118465,92894,57811,98723,71547,107668,133152,96254,28236,116980,69463,40379,3645599
9/30/21,33682,60822,55226,22705,22214,65315,945914,88684,31643,47169,173060,74502,60125,153879,361544,70754,47753,32772,196460,76621,118876,93191,57888,98954,71652,107849,133778,96531,28309,117307,69773,40443,3655395
10/1/21,33764,61087,55271,22809,22287,65425,947232,88968,31739,47276,173842,74595,60260,154400,362226,70923,47946,32853,196970,76862,119191,93433,57996,99216,71757,108044,134310,96828,28384,117772,70044,40513,3664223
10/2/21,33851,61326,55312,22871,22323,65557,948222,89150,31823,47349,174641,74651,60366,154803,362908,71075,48099,32944,197356,77209,119442,93586,58075,99391,71846,108229,134802,97067,28435,118027,70292,40583,3671611
10/3/21,33931,61524,55347,22958,22377,65646,949281,89316,31894,47481,175368,74764,60470,155162,363489,71209,48227,33017,197761,77433,119967,93786,58151,99562,71929,108412,135267,97349,28497,118337,70442,40626,3678980
10/4/21,33931,61524,55347,22958,22377,65646,949281,89316,31894,47481,175368,74764,60470,155162,363489,71209,48227,33017,197761,77433,119967,93786,58151,99562,71929,108412,135267,97349,28497,118337,70442,40626,3678980
10/5/21,33944,61583,55376,23011,22400,65691,950164,89415,31949,47505,175702,74867,60533,155450,363937,71303,48275,33030,197939,77632,120231,93872,58213,99760,72000,108524,135972,97563,28552,118630,70547,40672,3684242
10/6/21,33944,61583,55376,23011,22400,65691,950164,89415,31949,47505,175702,74867,60533,155450,363937,71303,48275,33030,197939,77632,120231,93872,58213,99760,72000,108524,135972,97563,28552,118630,70547,40672,3684242
10/7/21,34040,61823,55425,23063,22448,65816,951432,89665,32080,47568,176577,74999,60622,155862,364588,71412,48466,33064,198351,77957,120447,94083,58271,99960,72088,108683,136288,97955,28609,118883,70684,40715,3691924
10/8/21,34266,62380,55492,23178,22606,66109,953861,90060,32278,47707,178185,75186,60815,156654,366045,71657,48761,33190,199040,78554,121019,94502,58419,100310,72260,109120,137032,98434,28709,119423,71150,40832,3707234
10/9/21,34422,62657,55521,23258,22631,66238,955216,90265,32369,47755,178907,75271,60908,156975,366831,71747,48863,33248,199418,78687,121287,94673,58491,100500,72336,109249,137393,98616,28757,119705,71314,40884,3714392
10/10/21,34422,62657,55521,23258,22631,66238,955216,90265,32369,47755,178907,75271,60908,156975,366831,71747,48863,33248,199418,78687,121287,94673,58491,100500,72336,109249,137393,98616,28757,119705,71314,40884,3714392
10/11/21,34503,63058,55576,23343,22673,66367,956755,90493,32479,47876,179778,75380,60998,157375,367426,71879,48992,33314,199881,78948,121674,94880,58608,100797,72429,109452,138021,99013,28812,119968,71536,40951,3723235
10/12/21,34514,63092,55579,23351,22678,66389,957184,90523,32498,47883,179933,75413,61020,157471,367552,71901,49007,33325,199938,79102,121740,94912,58629,100829,72445,109492,138345,99097,28834,120047,71560,40959,3725242
10/13/21,34617,63405,55614,23404,22697,66500,958607,90799,32585,47973,180615,75498,61106,157676,368273,72004,49133,33384,200319,79385,121932,95083,58687,101035,72545,109640,138655,99415,28864,120268,71693,41018,3732429
10/14/21,34795,63754,55639,23431,22728,66596,959572,90992,32656,48017,181214,75553,61201,157965,368845,72091,49250,33449,200675,79603,122105,95297,58740,101253,72604,109781,139066,99597,28901,120440,71852,41087,3738749
10/15/21,34970,64031,55671,23501,22772,66706,960463,91157,32704,48062,181853,75601,61251,158247,369465,72188,49375,33483,201015,79743,122260,95449,58811,101438,72663,109919,139345,99731,28933,120632,71988,41147,3744574
10/16/21,35058,64303,55695,23534,22810,66866,961372,91304,32700,48129,182459,75646,61319,158452,369995,72258,49467,33528,201310,79850,122413,95604,58843,101585,72725,110059,139607,99866,28956,120850,72120,41177,3749860
10/17/21,35106,64620,55716,23566,22870,66958,962423,91434,32724,48177,183081,75682,61369,158665,370460,72326,49556,33568,201551,79956,122545,95762,58889,101730,72778,110178,139922,100016,28979,120986,72259,41211,3755063
10/18/21,35115,64666,55728,23585,22881,66977,962766,91494,32734,48196,183285,75716,61382,158732,370598,72358,49572,33577,201601,80062,122606,95790,58937,101836,72809,110220,140131,100140,28988,121019,72323,41232,3757056
10/19/21,35128,64703,55735,23595,22888,67027,963086,91515,32740,48205,183397,75726,61394,158796,370671,72369,49583,33589,201644,80158,122654,95809,58960,101854,72841,110254,140284,100204,28997,121088,72339,41236,3758469
10/20/21,35215,65097,55758,23632,22948,67172,963903,91725,32776,48250,183995,75795,61461,158960,371129,72421,48714,33645,201924,80301,122834,95928,59033,101993,72900,110413,140454,100364,29023,121202,72455,41269,3762689
10/21/21,35293,65561,55780,23665,23006,67341,964604,91910,32833,48305,184558,75850,61522,159281,371418,72474,48805,33678,202213,80452,122970,96060,59087,102158,72956,110567,140683,100498,29042,121282,72602,41304,3767758
10/22/21,35346,65939,55807,23701,23067,67346,965467,92070,32856,48353,185164,75897,61581,159491,371762,72547,48892,33709,202425,80595,123102,96234,59153,102270,73020,110705,140896,100637,29062,121390,72740,41332,3772556
10/23/21,35430,66319,55846,23739,23088,67483,966372,92217,32893,48387,185690,75941,61619,159675,372079,72597,48952,33735,202665,80783,123196,96354,59180,102372,73065,110907,141075,100715,29079,121507,72885,41364,3777209
10/24/21,35471,66753,55866,23767,23114,67631,967113,92363,32923,48430,186109,75980,61685,159897,372355,72683,49027,33772,202882,81025,123281,96499,59199,102507,73118,111069,141204,100826,29101,121622,72993,41396,3781661
10/25/21,35471,66753,55866,23767,23114,67631,967113,92363,32923,48430,186109,75980,61685,159897,372355,72683,49027,33772,202882,81025,123281,96499,59199,102507,73118,111069,141204,100826,29101,121622,72993,41396,3781661
10/26/21,35485,66913,55887,23784,23125,67704,967802,92427,32944,48448,186367,76022,61700,159993,372580,72711,49047,33783,202990,81083,123420,96557,59252,102577,73143,111140,141320,100928,29118,121707,73082,41409,3784448
10/27/21,35485,66913,55887,23784,23125,67704,967802,92427,32944,48448,186367,76022,61700,159993,372580,72711,49047,33783,202990,81083,123420,96557,59252,102577,73143,111140,141320,100928,29118,121707,73082,41409,3784448
10/28/21,35569,67350,55930,23818,23165,67888,968481,92640,32987,48510,186854,76062,61748,160213,372888,72740,49110,33810,203258,81159,123508,96699,59291,102706,73204,111346,141472,100977,29132,121824,73206,41441,3788986
10/29/21,35722,68446,55972,23881,23213,68308,969854,92997,33048,48590,187935,76151,61867,160607,373484,72845,49284,33888,203655,81336,123706,96935,59385,102931,73326,111710,141818,101166,29171,122100,73448,41507,3798286
10/30/21,35800,68957,55989,23899,23223,68430,970519,93167,33074,48629,188379,76189,61924,160815,373715,72890,49342,33913,203830,81385,123797,97036,59426,103008,73387,111851,142029,101251,29187,122156,73555,41535,3802287
10/31/21,35838,69398,56008,23927,23231,68576,971165,93305,33102,48678,188709,76225,61964,160965,373942,72932,49380,33937,203995,81433,123854,97135,59458,103099,73456,111992,142062,101348,29214,122252,73633,41552,3805765
11/1/21,35837,69508,56019,23938,23237,68612,971426,93338,33113,48692,188805,76251,61980,161006,374088,72977,49387,33940,204018,81515,123943,97145,59478,103140,73464,112063,142169,101382,29222,122285,73672,41561,3807211
11/2/21,35837,69508,56019,23938,23237,68612,971426,93338,33113,48692,188805,76251,61980,161006,374088,72977,49387,33940,204018,81515,123943,97145,59478,103140,73464,112063,142169,101382,29222,122285,73672,41561,3807211
11/3/21,35846,69575,56023,23947,23241,68665,971599,93345,33117,48704,188900,76257,61992,161033,374157,72982,49399,33946,204043,81567,123975,97163,59488,103155,73481,112091,142265,101430,29235,122339,73681,41564,3808205
11/4/21,35896,70127,56042,23952,23259,68799,972097,93531,33137,48728,189343,76318,62053,161179,374397,73014,49471,33974,204195,81631,124021,97242,59504,103253,73519,112259,142291,101477,29245,122468,73787,41584,3811793
11/5/21,35926,70662,56054,23968,23266,68891,972383,93652,33145,48792,189546,76348,62102,161331,374655,73036,49504,33997,204335,81650,124044,97312,59513,103307,73545,112358,142329,101522,29250,122557,73874,41599,3814453
11/6/21,35965,71122,56071,23979,23283,69101,973040,93825,33171,48825,189895,76388,62157,161414,374952,73058,49553,34015,204460,81757,124109,97423,59532,103391,73579,112555,142465,101627,29255,122659,73977,41613,3818216
11/7/21,36062,72005,56100,24010,23293,69468,974295,94151,33199,48915,190649,76494,62224,161673,375464,73123,49625,33990,204706,81888,124241,97624,59568,103599,73654,113040,142657,101792,29268,122830,74129,41668,3825404
11/8/21,36072,72127,56111,24019,23301,69513,974577,94223,33202,48926,190739,76506,62233,161699,375577,73147,49631,33991,204740,81934,124282,97645,59587,103641,73675,113110,142734,101859,29278,122857,74175,41675,3826786
11/9/21,36072,72127,56111,24019,23301,69513,974577,94223,33202,48926,190739,76506,62233,161699,375577,73147,49631,33991,204740,81934,124282,97645,59587,103641,73675,113110,142734,101859,29278,122857,74175,41675,3826786
11/10/21,36148,72711,56150,24031,23313,69757,975313,94441,33212,48982,191196,76579,62267,161817,375816,73182,49676,34000,204919,82048,124373,97801,59617,103753,73743,113388,142858,101971,29296,122945,74254,41702,3831259
11/11/21,36148,72711,56150,24031,23313,69757,975313,94441,33212,48982,191196,76579,62267,161817,375816,73182,49676,34000,204919,82048,124373,97801,59617,103753,73743,113388,142858,101971,29296,122945,74254,41702,3831259
11/12/21,36280,73769,56211,24054,23342,70149,976347,94841,33224,49058,191910,76649,62349,162036,376227,73189,49776,34009,205184,82205,124476,98047,59659,103993,73853,113811,142982,102128,29322,123079,74409,41740,3838308
11/13/21,36280,73769,56211,24054,23342,70149,976347,94841,33224,49058,191910,76649,62349,162036,376227,73189,49776,34009,205184,82205,124476,98047,59659,103993,73853,113811,142982,102128,29322,123079,74409,41740,3838308
11/14/21,36344,74292,56259,24060,23359,70300,976879,95042,33216,49100,192208,76678,62375,162153,376397,73232,49816,34008,205313,82273,124516,98173,59668,104076,73896,114071,143061,102206,29338,123137,74457,41758,3841661
11/15/21,36403,74751,56294,24067,23370,70472,977388,95189,33225,49143,192459,76700,62401,162273,376573,73265,49857,34027,205449,82319,124558,98259,59675,104168,73966,114294,143086,102272,29345,123227,74523,41793,3844791
11/16/21,36414,74803,56305,24073,23382,70487,977533,95228,33227,49158,192548,76706,62414,162299,376632,73282,49864,34028,205486,82368,124589,98273,59683,104196,73985,114350,143163,102318,29350,123245,74544,41800,3845733
11/17/21,36414,74918,56317,24075,23392,70545,977745,95235,33234,49160,192579,76708,62422,162310,376696,73301,49873,34029,205511,82377,124607,98282,59692,104212,74000,114384,143180,102332,29353,123266,74557,41802,3846508
11/18/21,36521,75417,56427,24082,23408,70802,978471,95529,33245,49219,192988,76750,62465,162413,377001,73347,49932,34058,205706,82527,124669,98422,59707,104337,74059,114711,143242,102438,29362,123342,74651,41831,3851079
11/19/21,36579,75959,56492,24091,23416,71041,979078,95802,33254,49287,193450,76778,62502,162523,377251,73368,49979,34079,205870,82595,124699,98486,59722,104465,74107,114981,143295,102488,29368,123414,74721,41854,3854994
11/20/21,36579,75959,56492,24091,23416,71041,979078,95802,33254,49287,193450,76778,62502,162523,377251,73368,49979,34079,205870,82595,124699,98486,59722,104465,74107,114981,143295,102488,29368,123414,74721,41854,3854994
11/21/21,36627,76574,56561,24098,23434,71261,979658,96092,33259,49340,193858,76795,62528,162627,377398,73392,50044,34095,206005,82682,124735,98573,59733,104549,74182,115266,143359,102569,29376,123508,74784,41869,3858831
11/22/21,36674,77099,56595,24107,23450,71490,980197,96361,33267,49386,194154,76812,62548,162714,377543,73415,50085,34106,206152,82735,124780,98651,59739,104648,74231,115523,143380,102622,29382,123552,74836,41903,3862137
11/23/21,36692,77355,56633,24115,23463,71547,980658,96451,33270,49432,194269,76852,62565,162743,377780,73428,50090,34108,206222,82777,124833,98684,59756,104704,74254,115715,143443,102699,29387,123584,74857,41912,3864278
11/24/21,36692,77355,56633,24115,23463,71547,980658,96451,33270,49432,194269,76852,62565,162743,377780,73428,50090,34108,206222,82777,124833,98684,59756,104704,74254,115715,143443,102699,29387,123584,74857,41912,3864278
11/25/21,36773,77844,56683,24126,23466,71810,981220,96727,33278,49486,194647,76881,62585,162830,377949,73452,50129,34137,206350,82818,124941,98746,59768,104819,74304,116083,143472,102791,29398,123623,74901,41939,3867976
11/26/21,36935,79108,56792,24145,23499,72346,982549,97178,33294,49617,195436,76950,62633,163012,378402,73527,50225,34167,206624,82997,125571,98905,59783,105000,74403,116673,143539,102905,29418,123749,75007,42002,3876391
11/27/21,36985,79555,56863,24156,23500,72551,983222,97378,33303,49668,195718,76976,62648,163106,378627,73558,50272,34176,206736,83052,125695,98945,59792,105074,74443,117046,143571,102943,29423,123789,75049,42016,3879836
11/28/21,36985,79555,56863,24156,23500,72551,983222,97378,33303,49668,195718,76976,62648,163106,378627,73558,50272,34176,206736,83052,125695,98945,59792,105074,74443,117046,143571,102943,29423,123789,75049,42016,3879836
11/29/21,37076,80089,56904,24167,23503,72823,983776,97514,33314,49716,195947,76990,62665,163206,378745,73575,50308,34188,206821,83125,125727,98988,59800,105139,74477,117277,143587,102990,29431,123817,75080,42027,3882792
11/30/21,37083,80255,56960,24171,23503,72884,984355,97577,33317,49743,196027,76999,62678,163245,378889,73593,50319,34193,206875,83142,125753,99011,59811,105173,74502,117455,143631,103021,29440,123838,75091,42032,3884566
12/1/21,37083,80255,56960,24171,23503,72884,984355,97577,33317,49743,196027,76999,62678,163245,378889,73593,50319,34193,206875,83142,125753,99011,59811,105173,74502,117455,143631,103021,29440,123838,75091,42032,3884566
12/2/21,37220,81310,57089,24177,23522,73529,985173,98018,33324,49871,196638,77049,62715,163415,379161,73623,50410,34216,207089,83263,125812,99153,59823,105372,74602,118138,143696,103153,29460,123954,75165,42078,3891218
12/3/21,37220,81310,57089,24177,23522,73529,985173,98018,33324,49871,196638,77049,62715,163415,379161,73623,50410,34216,207089,83263,125812,99153,59823,105372,74602,118138,143696,103153,29460,123954,75165,42078,3891218
12/4/21,37363,82361,57174,24204,23531,74083,986081,98417,33330,49960,197244,77082,62745,163698,379477,73654,50477,34253,207284,83325,125854,99269,59836,105544,74684,118679,143771,103239,29478,124001,75226,42128,3897452
12/5/21,37363,82361,57174,24204,23531,74083,986081,98417,33330,49960,197244,77082,62745,163698,379477,73654,50477,34253,207284,83325,125854,99269,59836,105544,74684,118679,143771,103239,29478,124001,75226,42128,3897452
12/6/21,37413,82960,57221,24215,23535,74451,986692,98594,33337,50020,197536,77112,62763,163808,379674,73680,50509,34275,207409,83387,125878,99300,59870,105716,74742,119066,143817,103304,29495,124060,75258,42166,3901263
12/7/21,37416,83026,57225,24216,23535,74487,986887,98632,33350,50036,197640,77120,62767,163823,379714,73686,50510,34278,207431,83395,125889,99307,59871,105728,74748,119123,143825,103316,29499,124098,75263,42174,3902015
12/8/21,37416,83026,57225,24216,23535,74487,986887,98632,33350,50036,197640,77120,62767,163823,379714,73686,50510,34278,207431,83395,125889,99307,59871,105728,74748,119123,143825,103316,29499,124098,75263,42174,3902015
12/9/21,37499,83480,57277,24219,23541,74819,987409,98824,33356,50106,197980,77139,62800,163946,379834,73700,50534,34292,207565,83459,125917,99350,59879,105860,74785,119351,143860,103399,29506,124133,75304,42196,3905319
12/10/21,37663,84544,57352,24229,23553,75400,988137,99213,33356,50224,198622,77165,62843,164147,380122,73726,50636,34324,207752,83590,125959,99462,59910,106113,74917,119900,143938,103589,29520,124198,75356,42254,3911714
12/11/21,37663,84544,57352,24229,23553,75400,988137,99213,33356,50224,198622,77165,62843,164147,380122,73726,50636,34324,207752,83590,125959,99462,59910,106113,74917,119900,143938,103589,29520,124198,75356,42254,3911714
12/12/21,37777,85104,57402,24231,23560,75663,988491,99353,33380,50262,198901,77190,62858,164258,380234,73734,50651,34339,207866,83638,125999,99507,59919,106199,74952,120168,143963,103673,29520,124233,75386,42295,3914706
12/13/21,37863,85572,57446,24233,23568,75976,988814,99490,33385,50292,199126,77227,62867,164386,380360,73749,50678,34354,207958,83657,126021,99541,59925,106291,74980,120387,143977,103704,29524,124270,75408,42332,3917361
12/14/21,37865,85697,57461,24234,23568,76005,989007,99526,33387,50301,199173,77234,62869,164406,380473,73753,50680,34355,207979,83673,126033,99549,59936,106318,74998,120451,143988,103714,29542,124286,75417,42338,3918216
12/15/21,37868,85805,57471,24234,23569,76034,989198,99539,33388,50312,199236,77243,62872,164421,380556,73756,50682,34358,207992,83716,126041,99556,59940,106335,75004,120521,143991,103730,29561,124295,75418,42345,3918987
12/16/21,38046,86618,57589,24237,23577,76652,990026,99854,33395,50375,199804,77281,62906,164611,380842,73777,50742,34398,208171,83783,126103,99617,59984,106507,75087,120994,144018,103803,29578,124395,75451,42417,3924638
12/17/21,38084,87034,57654,24241,23584,76913,990416,99989,33405,50423,200065,77303,62914,164699,380976,73783,50773,34406,208249,83798,126132,99641,60000,106573,75130,121258,144025,103849,29582,124438,75477,42451,3927265
12/18/21,38084,87034,57654,24241,23584,76913,990416,99989,33405,50423,200065,77303,62914,164699,380976,73783,50773,34406,208249,83798,126132,99641,60000,106573,75130,121258,144025,103849,29582,124438,75477,42451,3927265
12/19/21,38186,87499,57717,24246,23586,77274,990815,100133,33410,50469,200317,77320,62922,164779,381127,73784,50794,34425,208338,83806,126157,99666,60035,106665,75169,121451,144032,103884,29587,124443,75495,42484,3930015
12/20/21,38241,87860,57803,24248,23588,77545,991160,100296,33414,50518,200577,77330,62944,164894,381255,73793,50820,34440,208436,83819,126171,99707,60063,106736,75209,121637,144039,103921,29589,124472,75509,42511,3932545
12/21/21,38252,87980,57912,24248,23590,77724,991460,100364,33418,50553,200672,77337,62953,164914,381317,73808,50826,34444,208468,83822,126187,99714,60107,106843,75235,121782,144058,103957,29593,124483,75519,42562,3934102
12/22/21,38252,87980,57912,24248,23590,77724,991460,100364,33418,50553,200672,77337,62953,164914,381317,73808,50826,34444,208468,83822,126187,99714,60107,106843,75235,121782,144058,103957,29593,124483,75519,42562,3934102
12/23/21,38349,88345,58047,24250,23591,78015,991990,100513,33423,50579,200995,77357,62979,165023,381460,73813,50850,34481,208558,83843,126233,99782,60139,106938,75281,121954,144062,103988,29602,124515,75545,42582,3937082
12/24/21,38417,88778,58283,24255,23595,78305,992710,100664,33434,50607,201306,77372,62994,165123,381659,73827,50891,34494,208651,83859,126265,99845,60184,107057,75326,122132,144061,103981,29603,124559,75583,42581,3940401
12/25/21,38584,89477,58879,24259,23606,78846,994441,100934,33442,50687,201896,77417,63028,165370,382071,73822,50969,34516,208806,83888,126341,99953,60371,107272,75414,122294,144129,104070,29617,124641,75661,42583,3947284
12/26/21,38657,89742,59103,24264,23610,79057,995069,101078,33448,50722,202131,77425,63055,165451,382264,73835,51012,34527,208891,83891,126374,99992,60487,107373,75463,122402,144142,104107,29623,124669,75709,42627,3950200
12/27/21,38657,89742,59103,24264,23610,79057,995069,101078,33448,50722,202131,77425,63055,165451,382264,73835,51012,34527,208891,83891,126374,99992,60487,107373,75463,122402,144142,104107,29623,124669,75709,42627,3950200
12/28/21,38658,89763,59251,24265,23613,79151,995257,101108,33450,50729,202145,77425,63070,165465,382312,73838,51014,34529,208910,83893,126388,100007,60492,107378,75465,122477,144181,104127,29623,124677,75711,42631,3951003
12/29/21,38661,89802,59382,24266,23614,79252,995497,101139,33452,50743,202176,77430,63084,165490,382355,73845,51016,34532,208948,83902,126410,100018,60523,107393,75477,122529,144183,104130,29628,124692,75716,42661,3951946
12/30/21,38841,90127,59744,24279,23612,79557,996933,101349,33347,50796,202548,77470,63129,165672,382615,73869,50589,34564,209141,83925,126455,100090,60791,107609,75329,122691,144196,104183,29636,124730,75837,42718,3956372
12/31/21,38957,90577,60315,24292,23627,79870,998578,101521,33368,50852,202947,77462,63204,165860,382995,73891,50602,34592,209417,83957,126536,100181,61139,107852,75426,122898,144275,104250,29646,124773,74981,42821,3961662
1/1/22,39263,91570,61831,24356,23654,80715,1003554,102029,33409,51038,203986,77561,63429,166441,384119,73983,50752,34693,210212,84043,126738,100453,62066,108549,75641,123441,144521,104513,29672,124876,75513,43102,3979723
1/2/22,39406,91961,62482,24428,23660,81054,1005736,102367,33460,51135,204538,77597,63528,166698,384693,74027,50815,34738,210664,84085,126801,100572,62619,108935,75818,123642,144566,104701,29688,124944,76274,43284,3988916
1/3/22,39409,92004,62741,24434,23666,81080,1006124,102430,33482,51142,204571,77606,63540,166741,384759,74034,50830,34740,210695,84095,126864,100604,62666,108966,75822,123710,144768,104773,29690,124952,76342,43307,3990587
1/4/22,39423,92092,63147,24449,23672,81148,1006766,102491,33505,51212,204636,77618,63581,166822,384959,74043,50854,34745,210836,84226,126905,100649,62775,109066,75874,123839,144817,104853,29699,124991,76368,43403,3993464
1/5/22,39690,92745,63838,24479,23694,81925,1011193,102941,33606,51445,205367,77721,63739,167381,386020,74124,50950,34911,211548,84363,127084,100928,63411,109656,76225,124188,144918,105177,29724,125140,76786,43731,4008648
1/6/22,40028,93556,65008,24554,23722,82821,1016532,103583,33783,51731,206432,77867,63987,168268,387381,74203,51109,35107,212509,84528,127307,101433,64232,110435,76699,124827,145280,105649,29765,125318,77379,44241,4029274
1/7/22,40375,94614,66220,24597,23743,83874,1023597,104439,33983,52129,207594,78077,64388,169281,389005,74307,51279,35392,213848,84705,127601,101975,64997,111631,77458,125523,145874,106278,29834,125528,78162,44787,4055095
1/8/22,40721,95926,67222,24679,23786,85017,1030960,105371,34224,52582,209039,78344,64768,170347,390829,74499,51482,35767,215350,84911,127896,102670,65658,112884,78190,126191,146543,107011,29919,125901,78902,45529,4083118
1/9/22,41127,97160,68233,24830,23821,86114,1038903,106459,34447,53148,210529,78637,65160,171461,393097,74748,51779,36269,217230,85216,128357,103248,66470,114222,79069,126953,146849,107981,30029,126214,79744,46285,4113789
1/10/22,41186,97621,68809,24863,23827,86408,1041573,106844,34541,53359,211113,78685,65309,171837,393546,74817,51817,36329,217873,85301,128564,103439,66852,115343,79313,127259,147385,108507,30073,126317,80003,46675,4125388
1/11/22,41186,97621,68809,24863,23827,86408,1041573,106844,34541,53359,211113,78685,65309,171837,393546,74817,51817,36329,217873,85301,128564,103439,66852,115343,79313,127259,147385,108507,30073,126317,80003,46675,4125388
1/12/22,41575,98906,70597,25003,23943,87662,1052544,108375,35065,54135,213309,79157,65879,173621,396600,75087,52160,36893,220240,85930,129378,104164,68180,117406,80461,128596,149052,109940,30298,126999,81114,47797,4170066
1/13/22,41968,100422,71629,25189,24079,89129,1062623,110143,35565,54787,215528,79742,66460,175527,400178,75611,52469,37598,222783,86627,130035,105070,69379,119437,81700,129783,150382,111263,30439,127774,82096,48838,4214253
1/14/22,42387,101788,72878,25368,24216,90170,1072218,111858,36111,55594,217655,80300,67073,177459,403799,76156,52825,38385,225321,87228,130891,106012,70386,121379,82852,130916,152090,112415,30641,128575,83054,49776,4257776
1/15/22,42387,101788,72878,25368,24216,90170,1072218,111858,36111,55594,217655,80300,67073,177459,403799,76156,52825,38385,225321,87228,130891,106012,70386,121379,82852,130916,152090,112415,30641,128575,83054,49776,4257776
1/16/22,43293,104770,75114,25821,24579,93091,1091591,115080,37190,57046,222272,81557,68255,181112,410619,77381,53705,40181,230559,88683,132585,108201,72208,125477,86059,133430,156139,114747,31093,130380,85090,51874,4349182
1/17/22,43433,105109,75481,25947,24618,93245,1095354,116537,37415,57284,222864,81796,68524,181936,411739,77636,53855,40376,231872,88939,133019,108713,72547,127277,86771,133879,157480,115207,31212,130686,85341,52222,4368314
1/18/22,43496,105550,75911,26130,24660,93344,1099047,117339,37676,57622,223301,82055,68754,182496,413167,77759,53956,40471,232762,89223,133385,109340,72890,128765,87406,134224,158471,115792,31338,130988,85518,52579,4385415
1/19/22,43496,105550,75911,26130,24660,93344,1099047,117339,37676,57622,223301,82055,68754,182496,413167,77759,53956,40471,232762,89223,133385,109340,72890,128765,87406,134224,158471,115792,31338,130988,85518,52579,4385415
1/20/22,44528,108946,77834,26657,24990,95840,1121301,121092,38893,59286,227976,83425,70207,186068,431285,79046,54920,42795,238258,91040,135487,111721,74998,133052,90517,136469,162674,118373,31783,132930,88041,54878,4495310
1/21/22,44528,108946,77834,26657,24990,95840,1121301,121092,38893,59286,227976,83425,70207,186068,431285,79046,54920,42795,238258,91040,135487,111721,74998,133052,90517,136469,162674,118373,31783,132930,88041,54878,4495310
1/22/22,45815,112061,79941,27317,25352,98584,1145001,124584,40325,60597,232003,84825,71702,189635,438665,80328,55401,44791,243375,93136,137697,114483,77100,137560,93372,139038,167273,120842,32423,135232,90329,56802,4595589
1/23/22,45815,112061,79941,27317,25352,98584,1145001,124584,40325,60597,232003,84825,71702,189635,438665,80328,55401,44791,243375,93136,137697,114483,77100,137560,93372,139038,167273,120842,32423,135232,90329,56802,4595589
1/24/22,46505,113637,83691,27805,25634,100124,1160552,127221,41278,61614,234693,85591,72716,192005,444496,81337,55876,45639,246840,94702,139443,116647,78754,141607,95281,140700,170812,122507,33090,137181,91918,57933,4667829
1/25/22,46578,114027,84646,27874,25699,100275,1164458,127944,41547,61737,235117,85782,73000,192761,445728,81591,55946,45742,247370,94932,139870,117830,79255,142959,95650,140997,171994,123140,33298,137762,92198,58060,4685767
1/26/22,47153,115135,85874,28112,25842,101484,1174611,129394,42253,62178,237081,86441,73632,194454,449295,82311,56323,46664,249598,96127,141166,119260,80093,144973,96985,142006,173451,124217,33742,138809,93131,58874,4730669
1/27/22,47153,115135,85874,28112,25842,101484,1174611,129394,42253,62178,237081,86441,73632,194454,449295,82311,56323,46664,249598,96127,141166,119260,80093,144973,96985,142006,173451,124217,33742,138809,93131,58874,4730669
1/28/22,47681,116382,87182,28437,26061,102889,1185643,130849,42898,62698,239364,87073,74337,196554,453083,83070,56788,47536,252052,97193,142529,120911,81046,147236,98095,143348,174738,125506,34117,140154,94147,59699,4779296
1/29/22,48913,118904,89259,29259,26503,105441,1207918,133261,44254,63516,243939,88546,75752,200135,460413,84547,57648,49064,256684,99394,145311,123491,83316,151317,100504,145262,177401,128485,35026,142990,96118,60990,4873561
