Row Labels,Aguascalientes,Baja California,Baja California Sur,Campeche,Chiapas,Chihuahua,Ciudad de Mexico,Coahuila,Colima,Durango,Guanajuato,Guerrero,Hidalgo,Jalisco,Mexico,Michoacan,Morelos,Nayarit,Nuevo Leon,Oaxaca,Puebla,Queretaro,Quintana Roo,San Luis Potosi,Sinaloa,Sonora,Tabasco,Tamaulipas,Tlaxcala,Veracruz,Yucatan,Zacatecas,Grand Total
9/30/22,84489,164502,124614,42879,50255,164901,1738760,180357,67249,79308,351523,115701,119850,284252,701870,109840,90984,72037,400937,149519,208010,176895,111711,239478,175743,195266,213359,176553,56450,224012,136715,79793,7087812
10/1/22,84504,164544,124644,42881,50383,164944,1739154,180361,67252,79311,351547,115709,119897,284297,701963,109828,91015,72048,400976,149548,208021,176950,111718,239560,175899,195300,213368,176573,56450,224017,136733,79814,7089209
10/2/22,84527,164609,124660,42884,50498,164983,1739447,180369,67252,79311,351568,115719,119933,284357,702043,109837,91043,72056,401036,149567,208039,176972,111728,239600,175944,195317,213373,176597,56452,224032,136740,79837,7090330
10/3/22,84527,164609,124660,42884,50498,164983,1739447,180369,67252,79311,351568,115719,119933,284357,702043,109837,91043,72056,401036,149567,208039,176972,111728,239600,175944,195317,213373,176597,56452,224032,136740,79837,7090330
10/4/22,84529,164624,124669,42884,50696,164985,1739537,180376,67258,79313,351571,115722,119939,284367,702059,109839,91048,72057,401041,149585,208055,177088,111732,239662,175950,195318,213378,176600,56457,224038,136743,79845,7090965
10/5/22,84529,164624,124669,42884,50696,164985,1739537,180376,67258,79313,351571,115722,119939,284367,702059,109839,91048,72057,401041,149585,208055,177088,111732,239662,175950,195318,213378,176600,56457,224038,136743,79845,7090965
10/6/22,84529,164624,124669,42884,50696,164985,1739537,180376,67258,79313,351571,115722,119939,284367,702059,109839,91048,72057,401041,149585,208055,177088,111732,239662,175950,195318,213378,176600,56457,224038,136743,79845,7090965
10/7/22,84529,164624,124669,42884,50696,164985,1739537,180376,67258,79313,351571,115722,119939,284367,702059,109839,91048,72057,401041,149585,208055,177088,111732,239662,175950,195318,213378,176600,56457,224038,136743,79845,7090965
10/8/22,84585,164824,124758,42885,51055,165113,1741025,180427,67281,79318,351667,115781,120073,284436,702475,109874,91157,72085,401236,149648,208139,177160,111767,239869,176172,195535,213399,176667,56472,224140,136789,79884,7095696
10/9/22,84585,164824,124758,42885,51055,165113,1741025,180427,67281,79318,351667,115781,120073,284436,702475,109874,91157,72085,401236,149648,208139,177160,111767,239869,176172,195535,213399,176667,56472,224140,136789,79884,7095696
10/10/22,84587,164880,124777,42887,51235,165138,1741470,180436,67286,79322,351694,115806,120111,284463,702542,109884,91174,72087,401267,149683,208168,177178,111777,239968,176183,195558,213406,176951,56476,224169,136798,79903,7097264
10/11/22,84587,164880,124777,42887,51235,165138,1741470,180436,67286,79322,351694,115806,120111,284463,702542,109884,91174,72087,401267,149683,208168,177178,111777,239968,176183,195558,213406,176951,56476,224169,136798,79903,7097264
10/12/22,84596,164922,124789,42888,51364,165158,1741836,180446,67290,79323,351714,115824,120156,284494,702637,109894,91218,72097,401302,149701,208189,177191,111783,240066,176196,195582,213407,177054,56489,224189,136816,79914,7098525
10/13/22,84604,164979,124802,42888,51433,165205,1742289,180454,67298,79325,351735,115845,120197,284535,702720,109902,91260,72103,401339,149717,208202,177202,111786,240121,176211,195596,213412,177106,56491,224215,136828,79923,7099723
10/14/22,84604,165016,124813,42888,51441,165232,1742693,180462,67303,79325,351738,115867,120257,284556,702787,109909,91285,72115,401372,149721,208216,177210,111795,240232,176226,195604,213413,177296,56492,224251,136837,79930,7100886
10/15/22,84604,165016,124813,42888,51441,165232,1742693,180462,67303,79325,351738,115867,120257,284556,702787,109909,91285,72115,401372,149721,208216,177210,111795,240232,176226,195604,213413,177296,56492,224251,136837,79930,7100886
10/16/22,84615,165081,124827,42897,51610,165265,1743399,180478,67313,79330,351752,115890,120314,284565,702924,109923,91363,72128,401419,149722,208250,177221,111804,240389,176274,195646,213420,177513,56504,224306,136867,79938,7102947
10/17/22,84615,165081,124827,42897,51610,165265,1743399,180478,67313,79330,351752,115890,120314,284565,702924,109923,91363,72128,401419,149722,208250,177221,111804,240389,176274,195646,213420,177513,56504,224306,136867,79938,7102947
10/18/22,84615,165090,124835,42899,51737,165267,1743502,180479,67314,79331,351756,115892,120319,284574,702953,109925,91367,72128,401423,149733,208257,177223,111810,240423,176277,195649,213421,177514,56504,224310,136874,79938,7103339
10/19/22,84615,165090,124835,42899,51737,165267,1743502,180479,67314,79331,351756,115892,120319,284574,702953,109925,91367,72128,401423,149733,208257,177223,111810,240423,176277,195649,213421,177514,56504,224310,136874,79938,7103339
10/20/22,84615,165090,124835,42899,51737,165267,1743502,180479,67314,79331,351756,115892,120319,284574,702953,109925,91367,72128,401423,149733,208257,177223,111810,240423,176277,195649,213421,177514,56504,224310,136874,79938,7103339
10/21/22,84596,165175,124862,42907,51860,165327,1744226,180497,67321,79334,351792,115939,120333,284602,703108,109947,91428,72140,401524,149754,208299,177237,111823,240645,176387,195695,213424,177704,56469,224339,136924,79947,7105565
10/22/22,84522,165245,124878,42908,51996,165342,1744837,180517,67352,79335,351814,115969,120369,284640,703215,109959,91473,72153,401587,149765,208330,177248,111831,240757,176448,195031,213428,177498,56479,224346,136860,79886,7106018
10/23/22,84522,165245,124878,42908,51996,165342,1744837,180517,67352,79335,351814,115969,120369,284640,703215,109959,91473,72153,401587,149765,208330,177248,111831,240757,176448,195031,213428,177498,56479,224346,136860,79886,7106018
10/24/22,84526,165281,124890,42910,52120,165356,1745128,180525,67355,79338,351828,115974,120391,284654,703253,109977,91489,72159,401618,149771,208342,177256,111840,240799,176491,195045,213429,177506,56483,224354,136886,79891,7106865
10/25/22,84526,165281,124890,42910,52120,165356,1745128,180525,67355,79338,351828,115974,120391,284654,703253,109977,91489,72159,401618,149771,208342,177256,111840,240799,176491,195045,213429,177506,56483,224354,136886,79891,7106865
10/26/22,84532,165335,124899,42918,52250,165389,1745479,180528,67361,79340,351841,115984,120395,284675,703299,109985,91503,72159,401647,149792,208363,177269,111854,240902,176567,195069,213434,177515,56489,224384,136936,79894,7107987
10/27/22,84536,165380,124905,42924,52301,165412,1745758,180541,67371,79341,351837,115992,120398,284696,703337,109992,91513,72114,401674,149800,208386,177283,111871,240952,176639,195106,213440,177526,56492,224398,136963,79808,7108686
10/28/22,84536,165380,124905,42924,52301,165412,1745758,180541,67371,79341,351837,115992,120398,284696,703337,109992,91513,72114,401674,149800,208386,177283,111871,240952,176639,195106,213440,177526,56492,224398,136963,79808,7108686
10/29/22,84536,165380,124905,42924,52301,165412,1745758,180541,67371,79341,351837,115992,120398,284696,703337,109992,91513,72114,401674,149800,208386,177283,111871,240952,176639,195106,213440,177526,56492,224398,136963,79808,7108686
10/30/22,84536,165380,124905,42924,52301,165412,1745758,180541,67371,79341,351837,115992,120398,284696,703337,109992,91513,72114,401674,149800,208386,177283,111871,240952,176639,195106,213440,177526,56492,224398,136963,79808,7108686
10/31/22,84545,165466,124963,42949,52515,165485,1746475,180563,67369,79345,351837,116017,120423,284758,703489,110041,91538,72147,401739,149825,208427,177305,111905,241190,176787,195154,213447,177569,56512,224455,137043,79821,7111104
11/1/22,84545,165466,124963,42949,52515,165485,1746475,180563,67369,79345,351726,116017,120423,284758,703489,110041,91538,72147,401739,149825,208427,177305,111905,241190,176787,195154,213447,177569,56512,224455,137043,79821,7110993
11/2/22,84545,165466,124963,42949,52515,165485,1746475,180563,67369,79345,351726,116017,120423,284758,703489,110041,91538,72147,401739,149825,208427,177305,111905,241190,176787,195154,213447,177569,56512,224455,137043,79821,7110993
11/3/22,84563,165550,124998,42959,52644,165514,1747014,180580,67375,79311,351757,116023,120440,284788,703565,109972,91574,72157,401777,149835,208484,177320,111942,241296,176844,195216,213457,177595,56518,224515,137076,79845,7112504
11/4/22,84563,165550,124998,42959,52644,165514,1747014,180580,67375,79311,351757,116023,120440,284788,703565,109972,91574,72157,401777,149835,208484,177320,111942,241296,176844,195216,213457,177595,56518,224515,137076,79845,7112504
11/5/22,84583,165625,125055,42966,52724,165560,1747462,180587,67391,79312,351789,116035,120444,284813,703654,109995,91545,72164,401797,149851,208495,177339,111937,241313,176845,195264,213423,177620,56519,224557,137130,79864,7113658
11/6/22,84583,165625,125055,42966,52724,165560,1747462,180587,67391,79312,351789,116035,120444,284813,703654,109995,91545,72164,401797,149851,208495,177339,111937,241313,176845,195264,213423,177620,56519,224557,137130,79864,7113658
11/7/22,84583,165625,125055,42966,52724,165560,1747462,180587,67391,79312,351789,116035,120444,284813,703654,109995,91545,72164,401797,149851,208495,177339,111937,241313,176845,195264,213423,177620,56519,224557,137130,79864,7113658
11/8/22,84600,165677,125070,42989,52824,165597,1747959,180598,67402,79313,351805,116050,120453,284819,703712,110015,91555,72171,400745,149865,208464,177349,111977,241223,176647,195303,213431,177632,56523,224592,137188,79881,7113429
11/9/22,84600,165677,125070,42989,52824,165597,1747959,180598,67402,79313,351805,116050,120453,284819,703712,110015,91555,72171,400745,149865,208464,177349,111977,241223,176647,195303,213431,177632,56523,224592,137188,79881,7113429
11/10/22,84625,165770,125086,43015,52877,165676,1748827,180628,67425,79315,351855,116070,120474,284858,703839,110017,91582,72180,400745,149898,208527,177374,112052,241298,176682,195376,213441,177659,56526,224658,137280,79900,7115535
11/11/22,84631,165819,125091,43023,52910,165720,1749232,180646,67429,79317,351879,116082,120476,284881,703905,110032,91592,72182,400607,149908,208540,177390,112087,241384,176698,195407,213449,177669,56531,224668,137332,79907,7116424
11/12/22,84631,165819,125091,43023,52910,165720,1749232,180646,67429,79317,351879,116082,120476,284881,703905,110032,91592,72182,400607,149908,208540,177390,112087,241384,176698,195407,213449,177669,56531,224668,137332,79907,7116424
11/13/22,84631,165819,125091,43023,52910,165720,1749232,180646,67429,79317,351879,116082,120476,284881,703905,110032,91592,72182,400607,149908,208540,177390,112087,241384,176698,195407,213449,177669,56531,224668,137332,79907,7116424
11/14/22,84631,165819,125091,43023,52910,165720,1749232,180646,67429,79317,351879,116082,120476,284881,703905,110032,91592,72182,400607,149908,208540,177390,112087,241384,176698,195407,213449,177669,56531,224668,137332,79907,7116424
11/15/22,84638,165957,125170,43048,52987,165834,1750164,180688,67453,79322,351934,116102,120495,284951,704012,110044,91613,72197,400653,149935,208618,177438,112162,241496,176728,195485,213448,177691,56538,224724,137480,79928,7118933
11/16/22,84638,165957,125170,43048,52987,165834,1750164,180688,67453,79322,351934,116102,120495,284951,704012,110044,91613,72197,400653,149935,208618,177438,112162,241496,176728,195485,213448,177691,56538,224724,137480,79928,7118933
11/17/22,84638,165957,125170,43048,52987,165834,1750164,180688,67453,79322,351934,116102,120495,284951,704012,110044,91613,72197,400653,149935,208618,177438,112162,241496,176728,195485,213448,177691,56538,224724,137480,79928,7118933
11/18/22,84638,165957,125170,43048,52987,165834,1750164,180688,67453,79322,351934,116102,120495,284951,704012,110044,91613,72197,400653,149935,208618,177438,112162,241496,176728,195485,213448,177691,56538,224724,137480,79928,7118933
11/19/22,84638,165957,125170,43048,52987,165834,1750164,180688,67453,79322,351934,116102,120495,284951,704012,110044,91613,72197,400653,149935,208618,177438,112162,241496,176728,195485,213448,177691,56538,224724,137480,79928,7118933
11/20/22,84638,165957,125170,43048,52987,165834,1750164,180688,67453,79322,351934,116102,120495,284951,704012,110044,91613,72197,400653,149935,208618,177438,112162,241496,176728,195485,213448,177691,56538,224724,137480,79928,7118933
11/21/22,84638,165957,125170,43048,52987,165834,1750164,180688,67453,79322,351934,116102,120495,284951,704012,110044,91613,72197,400653,149935,208618,177438,112162,241496,176728,195485,213448,177691,56538,224724,137480,79928,7118933
11/22/22,84638,165957,125170,43048,52987,165834,1750164,180688,67453,79322,351934,116102,120495,284951,704012,110044,91613,72197,400653,149935,208618,177438,112162,241496,176728,195485,213448,177691,56538,224724,137480,79928,7118933
11/23/22,84691,166262,125244,43116,53127,166183,1752242,180756,67484,79336,352129,116102,120546,285109,704353,110091,91708,72241,400799,149935,208907,177500,112516,241982,176778,195683,213511,177765,56551,224809,138001,79986,7125443
11/24/22,84691,166262,125244,43116,53127,166183,1752242,180756,67484,79336,352129,115939,120546,285109,704353,110091,91708,72241,400799,149831,208907,177500,112516,241982,176778,195683,213511,177765,56551,224809,138001,79986,7125176
11/25/22,84691,166262,125244,43116,53127,166183,1752242,180756,67484,79336,352129,115939,120546,285109,704353,110091,91708,72241,400799,149831,208907,177500,112516,241982,176778,195683,213511,177765,56551,224809,138001,79986,7125176
11/26/22,84691,166262,125244,43116,53127,166183,1752242,180756,67484,79336,352129,115939,120546,285109,704353,110091,91708,72241,400799,149831,208907,177500,112516,241982,176778,195683,213511,177765,56551,224809,138001,79986,7125176
11/27/22,84691,166262,125244,43116,53127,166183,1752242,180756,67484,79336,352129,115939,120546,285109,704353,110091,91708,72241,400799,149831,208907,177500,112516,241982,176778,195683,213511,177765,56551,224809,138001,79986,7125176
11/28/22,84691,166262,125244,43116,53127,166183,1752242,180756,67484,79336,352129,115939,120546,285109,704353,110091,91708,72241,400799,149831,208907,177500,112516,241982,176778,195683,213511,177765,56551,224809,138001,79986,7125176
11/29/22,84691,166262,125244,43116,53127,166183,1752242,180756,67484,79336,352129,115939,120546,285109,704353,110091,91708,72241,400799,149831,208907,177500,112516,241982,176778,195683,213511,177765,56551,224809,138001,79986,7125176
11/30/22,84691,166262,125244,43116,53127,166183,1752242,180756,67484,79336,352129,115939,120546,285109,704353,110091,91708,72241,400799,149831,208907,177500,112516,241982,176778,195683,213511,177765,56551,224809,138001,79986,7125176
12/1/22,84691,166262,125244,43116,53127,166183,1752242,180756,67484,79336,352129,115939,120546,285109,704353,110091,91708,72241,400799,149831,208907,177500,112516,241982,176778,195683,213511,177765,56551,224809,138001,79986,7125176
12/2/22,84691,166262,125244,43116,53127,166183,1752242,180756,67484,79336,352129,115939,120546,285109,704353,110091,91708,72241,400799,149831,208907,177500,112516,241982,176778,195683,213511,177765,56551,224809,138001,79986,7125176
12/3/22,84691,166262,125244,43116,53127,166183,1752242,180756,67484,79336,352129,115939,120546,285109,704353,110091,91708,72241,400799,149831,208907,177500,112516,241982,176778,195683,213511,177765,56551,224809,138001,79986,7125176
12/4/22,84691,166262,125244,43116,53127,166183,1752242,180756,67484,79336,352129,115939,120546,285109,704353,110091,91708,72241,400799,149831,208907,177500,112516,241982,176778,195683,213511,177765,56551,224809,138001,79986,7125176
